t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
841,1,MS,7.94000000,1,386245.80114175,386245.80114175,0.00281402
842,1,MS,8.82000000,1,386153.08961761,386153.08961761,0.00302828
843,1,MS,9.15500000,1,386056.57198888,386056.57198888,0.00311368
844,1,MS,9.03000000,1,385959.70381173,385959.70381173,0.00308157
845,1,MS,8.61000000,1,385865.01475124,385865.01475124,0.00297584
846,1,MS,8.03500000,1,385773.88396916,385773.88396916,0.00283647
847,1,MS,7.43500000,1,385686.69878082,385686.69878082,0.00269741
848,1,MS,6.92200000,1,385602.87434124,385602.87434124,0.00258348
849,1,MS,6.48800000,1,385521.96231675,385521.96231675,0.00249055
850,1,MS,6.06000000,1,385443.97696389,385443.97696389,0.00240190
851,1,MS,5.64300000,1,385368.86255861,385368.86255861,0.00231831
852,1,MS,5.25800000,1,385296.38751568,385296.38751568,0.00224351
853,1,MS,5.07400000,1,385225.33183981,385225.33183981,0.00220855
854,1,MS,5.12500000,1,385154.37927397,385154.37927397,0.00221819
855,1,MS,5.17300000,1,385083.66684719,385083.66684719,0.00222730
856,1,MS,5.36500000,1,385012.43215642,385012.43215642,0.00226408
857,1,MS,5.59000000,1,384940.62629545,384940.62629545,0.00230788
858,1,MS,5.79700000,1,384868.47385573,384868.47385573,0.00234887
859,1,MS,5.95300000,1,384796.38621515,384796.38621515,0.00238019
860,1,MS,6.03200000,1,384724.93490501,384724.93490501,0.00239620
861,1,MS,6.07800000,1,384654.28860656,384654.28860656,0.00240557
862,1,MS,6.25900000,1,384583.51111554,384583.51111554,0.00244275
863,1,MS,6.57400000,1,384511.68421252,384511.68421252,0.00250872
864,1,MS,6.97500000,1,384438.12435833,384438.12435833,0.00259504
865,1,MS,7.50000000,1,384361.67580597,384361.67580597,0.00271217
866,1,MS,7.88000000,1,384282.98921090,384282.98921090,0.00279993
867,1,MS,7.98500000,1,384203.69068982,384203.69068982,0.00282464
868,1,MS,8.01000000,1,384124.19783743,384124.19783743,0.00283055
869,1,MS,7.93000000,1,384045.28755196,384045.28755196,0.00281167
870,1,MS,7.74000000,1,383967.75006528,383967.75006528,0.00276730
871,1,MS,7.57500000,1,383891.56774256,383891.56774256,0.00272929
872,1,MS,7.45500000,1,383816.59203488,383816.59203488,0.00270194
873,1,MS,7.36000000,1,383742.79051193,383742.79051193,0.00268047
874,1,MS,7.28000000,1,383670.18957125,383670.18957125,0.00266251
875,1,MS,7.20000000,1,383598.87058486,383598.87058486,0.00264466
876,1,MS,7.13000000,1,383528.83431357,383528.83431357,0.00262913
877,1,MS,7.06000000,1,383460.13124337,383460.13124337,0.00261369
878,1,MS,6.99400000,1,383392.78382636,383392.78382636,0.00259920
879,1,MS,6.91800000,1,383326.87340626,383326.87340626,0.00258261
880,1,MS,6.79500000,1,383262.66676948,383262.66676948,0.00255596
881,1,MS,6.52200000,1,383200.89510836,383200.89510836,0.00249772
882,1,MS,6.29700000,1,383141.22293154,383141.22293154,0.00245062
883,1,MS,6.22700000,1,383082.83164696,383082.83164696,0.00243614
884,1,MS,6.23100000,1,383025.36635607,383025.36635607,0.00243697
885,1,MS,6.32400000,1,382968.36803812,382968.36803812,0.00245623
886,1,MS,6.58300000,1,382910.90892040,382910.90892040,0.00251062
887,1,MS,6.96600000,1,382851.97118370,382851.97118370,0.00259308
888,1,MS,7.58000000,1,382789.46554667,382789.46554667,0.00273043
889,1,MS,8.06000000,1,382723.13615681,382723.13615681,0.00284240
890,1,MS,8.47000000,1,382652.43788631,382652.43788631,0.00294135
891,1,MS,8.47500000,1,382578.81413241,382578.81413241,0.00294257
892,1,MS,7.95500000,1,382505.24655901,382505.24655901,0.00281756
893,1,MS,7.39500000,1,382432.24889815,382432.24889815,0.00268836
894,1,MS,6.91600000,1,382359.69272644,382359.69272644,0.00258217
895,1,MS,6.56000000,1,382287.63459665,382287.63459665,0.00250575
896,1,MS,6.24700000,1,382216.26255268,382216.26255268,0.00244027
897,1,MS,5.98800000,1,382145.48266134,382145.48266134,0.00238727
898,1,MS,5.83700000,1,382074.94937220,382074.94937220,0.00235686
899,1,MS,5.76900000,1,382004.44873936,382004.44873936,0.00234329
900,1,MS,5.75300000,1,381933.91263752,381933.91263752,0.00234010
901,1,MS,5.74600000,1,381863.45932254,381863.45932254,0.00233871
902,1,MS,5.74700000,1,381793.26588022,381793.26588022,0.00233891
903,1,MS,5.77700000,1,381723.30857360,381723.30857360,0.00234488
904,1,MS,5.84200000,1,381653.51398137,381653.51398137,0.00235787
905,1,MS,5.91400000,1,381583.96201807,381583.96201807,0.00237233
906,1,MS,5.99100000,1,381514.73714060,381514.73714060,0.00238788
907,1,MS,6.05200000,1,381446.03042374,381446.03042374,0.00240027
908,1,MS,6.08700000,1,381378.06528004,381378.06528004,0.00240741
909,1,MS,6.13000000,1,381310.85539880,381310.85539880,0.00241620
910,1,MS,6.24000000,1,381244.00617896,381244.00617896,0.00243882
911,1,MS,6.41800000,1,381177.05048242,381177.05048242,0.00247585
912,1,MS,6.70500000,1,381109.21845591,381109.21845591,0.00253662
913,1,MS,7.01900000,1,381040.11227796,381040.11227796,0.00260468
914,1,MS,7.30500000,1,380969.51263505,380969.51263505,0.00266811
915,1,MS,7.62500000,1,380896.86078015,380896.86078015,0.00274076
916,1,MS,7.80500000,1,380822.68665288,380822.68665288,0.00278241
917,1,MS,7.85000000,1,380747.87306062,380747.87306062,0.00279291
918,1,MS,7.85000000,1,380672.89646633,380672.89646633,0.00279291
919,1,MS,7.90000000,1,380597.58438865,380597.58438865,0.00280462
920,1,MS,7.98500000,1,380522.02037918,380522.02037918,0.00282464
921,1,MS,8.07000000,1,380446.43670571,380446.43670571,0.00284478
922,1,MS,8.17000000,1,380370.94441929,380370.94441929,0.00286865
923,1,MS,8.31000000,1,380295.49636177,380295.49636177,0.00290237
924,1,MS,8.43500000,1,380220.41424925,380220.41424925,0.00293278
925,1,MS,8.52500000,1,380146.05231008,380146.05231008,0.00295485
926,1,MS,8.61500000,1,380072.50342070,380072.50342070,0.00297708
927,1,MS,8.71000000,1,379999.90781085,379999.90781085,0.00300071
928,1,MS,8.80000000,1,379928.32504704,379928.32504704,0.00302325
929,1,MS,8.85000000,1,379858.04126017,379858.04126017,0.00303584
930,1,MS,8.86000000,1,379789.30284450,379789.30284450,0.00303837
931,1,MS,8.83500000,1,379722.29316406,379722.29316406,0.00303206
932,1,MS,8.81000000,1,379656.99924031,379656.99924031,0.00302577
933,1,MS,8.82000000,1,379593.07847566,379593.07847566,0.00302828
934,1,MS,9.00000000,1,379529.11155352,379529.11155352,0.00307390
935,1,MS,9.34500000,1,379463.65031012,379463.65031012,0.00316309
936,1,MS,9.60500000,1,379396.39934254,379396.39934254,0.00323186
937,1,MS,9.94000000,1,379326.01902549,379326.01902549,0.00332247
938,1,MS,10.07000000,1,379252.91418979,379252.91418979,0.00335825
939,1,MS,10.12000000,1,379177.40803364,379177.40803364,0.00337211
940,1,MS,10.07500000,1,379100.28276982,379100.28276982,0.00335963
941,1,MS,10.08500000,1,379021.75218793,379021.75218793,0.00336240
942,1,MS,10.02500000,1,378942.76119364,378942.76119364,0.00334582
943,1,MS,9.98500000,1,378863.82339492,378863.82339492,0.00333481
944,1,MS,9.76500000,1,378786.53100965,378786.53100965,0.00327485
945,1,MS,9.38500000,1,378712.06963459,378712.06963459,0.00317358
946,1,MS,9.11000000,1,378639.88145154,378639.88145154,0.00310209
947,1,MS,8.74500000,1,378570.54491452,378570.54491452,0.00300946
948,1,MS,8.37000000,1,378504.08183970,378504.08183970,0.00291693
949,1,MS,8.01500000,1,378440.32395174,378440.32395174,0.00283173
950,1,MS,7.71000000,1,378378.94249583,378378.94249583,0.00276035
951,1,MS,7.48000000,1,378319.48633931,378319.48633931,0.00270762
952,1,MS,7.27000000,1,378261.83063919,378261.83063919,0.00266027
953,1,MS,7.01600000,1,378206.14730843,378206.14730843,0.00260402
954,1,MS,6.60200000,1,378153.05606134,378153.05606134,0.00251466
955,1,MS,6.44200000,1,378101.35706165,378101.35706165,0.00248088
956,1,MS,6.32000000,1,378050.85802520,378050.85802520,0.00245540
957,1,MS,6.10400000,1,378001.86767658,378001.86767658,0.00241088
958,1,MS,6.17100000,1,377953.01784871,377953.01784871,0.00242461
959,1,MS,6.51300000,1,377902.78055480,377902.78055480,0.00249582
960,1,MS,7.10000000,1,377849.36886957,377849.36886957,0.00262250
961,1,MS,7.63500000,1,377791.62424651,377791.62424651,0.00274305
962,1,MS,8.03000000,1,377728.67888633,377728.67888633,0.00283528
963,1,MS,8.07500000,1,377661.55536093,377661.55536093,0.00284597
964,1,MS,7.82500000,1,377591.59262719,377591.59262719,0.00278707
965,1,MS,7.50500000,1,377519.72668054,377519.72668054,0.00271331
966,1,MS,7.10000000,1,377447.28107960,377447.28107960,0.00262250
967,1,MS,6.83400000,1,377374.01767064,377374.01767064,0.00256438
968,1,MS,6.75200000,1,377299.46081120,377299.46081120,0.00254671
969,1,MS,6.78900000,1,377223.44338395,377223.44338395,0.00255467
970,1,MS,6.84300000,1,377146.35041320,377146.35041320,0.00256633
971,1,MS,6.80500000,1,377069.14790384,377069.14790384,0.00255812
972,1,MS,6.31300000,1,376995.04952925,376995.04952925,0.00245395
973,1,MS,5.87200000,1,376923.65753303,376923.65753303,0.00236388
974,1,MS,5.62800000,1,376853.79643247,376853.79643247,0.00231536
975,1,MS,5.40700000,1,376785.44828915,376785.44828915,0.00227220
976,1,MS,5.26600000,1,376718.24927305,376718.24927305,0.00224505
977,1,MS,5.13000000,1,376652.20773251,376652.20773251,0.00221914
978,1,MS,5.02000000,1,376587.22408654,376587.22408654,0.00219838
979,1,MS,4.89900000,1,376523.38917594,376523.38917594,0.00217576
980,1,MS,4.70700000,1,376461.12039391,376461.12039391,0.00214030
981,1,MS,4.45500000,1,376400.58693009,376400.58693009,0.00209455
982,1,MS,4.63200000,1,376339.34007004,376339.34007004,0.00212659
983,1,MS,5.16200000,1,376275.14045491,376275.14045491,0.00222521
984,1,MS,5.74900000,1,376207.06953302,376207.06953302,0.00233931
985,1,MS,6.24700000,1,376134.60417739,376134.60417739,0.00244027
986,1,MS,7.02100000,1,376054.95884892,376054.95884892,0.00260512
987,1,MS,6.88900000,1,375973.27468408,375973.27468408,0.00257630
988,1,MS,6.64600000,1,375889.93111923,375889.93111923,0.00252402
989,1,MS,6.27700000,1,375806.16496130,375806.16496130,0.00244648
990,1,MS,5.79200000,1,375723.27634315,375723.27634315,0.00234787
991,1,MS,5.44300000,1,375640.79739382,375640.79739382,0.00227918
992,1,MS,5.25500000,1,375558.11155008,375558.11155008,0.00224294
993,1,MS,5.21800000,1,375474.62432734,375474.62432734,0.00223587
994,1,MS,5.26500000,1,375390.18859112,375390.18859112,0.00224485
995,1,MS,5.39300000,1,375304.63775579,375304.63775579,0.00226949
996,1,MS,5.56700000,1,375217.94305119,375217.94305119,0.00230337
997,1,MS,5.75900000,1,375130.23163149,375130.23163149,0.00234129
998,1,MS,5.96400000,1,375041.66856597,375041.66856597,0.00238242
999,1,MS,6.15800000,1,374952.58581035,374952.58581035,0.00242194
1000,1,MS,6.32500000,1,374863.36628228,374863.36628228,0.00245644
1001,1,MS,6.52500000,1,374773.98700314,374773.98700314,0.00249835
1002,1,MS,6.76800000,1,374684.33731258,374684.33731258,0.00255015
1003,1,MS,6.98500000,1,374594.75709584,374594.75709584,0.00259723
1004,1,MS,7.21000000,1,374505.33658905,374505.33658905,0.00264689
1005,1,MS,7.44000000,1,374416.18315013,374416.18315013,0.00269854
1006,1,MS,7.67000000,1,374327.29757834,374327.29757834,0.00275111
1007,1,MS,7.97000000,1,374238.05545817,374238.05545817,0.00282109
1008,1,MS,8.19500000,1,374148.88826547,374148.88826547,0.00287464
1009,1,MS,8.28500000,1,374060.68018953,374060.68018953,0.00289632
1010,1,MS,8.30000000,1,373973.81638344,373973.81638344,0.00289995
1011,1,MS,8.35500000,1,373887.77000132,373887.77000132,0.00291328
1012,1,MS,8.35500000,1,373802.96240834,373802.96240834,0.00291328
1013,1,MS,8.21500000,1,373720.29510101,373720.29510101,0.00287945
1014,1,MS,7.80000000,1,373641.45882159,373641.45882159,0.00278124
1015,1,MS,7.35500000,1,373566.45850748,373566.45850748,0.00267935
1016,1,MS,6.87600000,1,373495.30427915,373495.30427915,0.00257348
1017,1,MS,6.36300000,1,373427.98683159,373427.98683159,0.00246435
1018,1,MS,5.81800000,1,373364.50123407,373364.50123407,0.00235306
1019,1,MS,5.30100000,1,373304.43665133,373304.43665133,0.00225176
1020,1,MS,4.85300000,1,373247.24423347,373247.24423347,0.00216721
1021,1,MS,4.48000000,1,373192.40505400,373192.40505400,0.00209905
1022,1,MS,4.15500000,1,373139.57441645,373139.57441645,0.00204127
1023,1,MS,3.88500000,1,373088.41850845,373088.41850845,0.00199437
1024,1,MS,3.82800000,1,373037.99243285,373037.99243285,0.00198460
1025,1,MS,3.80100000,1,372988.19098941,372988.19098941,0.00197998
1026,1,MS,3.60900000,1,372939.69001498,372939.69001498,0.00194746
1027,1,MS,3.42800000,1,372892.40642596,372892.40642596,0.00191724
1028,1,MS,3.28800000,1,372846.14265043,372846.14265043,0.00189416
1029,1,MS,3.21200000,1,372800.56963387,372800.56963387,0.00188174
1030,1,MS,3.61100000,1,372753.75521263,372753.75521263,0.00194779
1031,1,MS,4.17900000,1,372704.94425799,372704.94425799,0.00204548
1032,1,MS,4.55500000,1,372654.67723390,372654.67723390,0.00211260
1033,1,MS,5.29600000,1,372600.62594123,372600.62594123,0.00225080
1034,1,MS,6.03100000,1,372541.87413814,372541.87413814,0.00239600
1035,1,MS,6.14200000,1,372480.74828512,372480.74828512,0.00241866
1036,1,MS,5.97200000,1,372418.38425242,372418.38425242,0.00238403
1037,1,MS,5.24300000,1,372357.46352959,372357.46352959,0.00224064
1038,1,MS,4.27600000,1,372299.30192163,372299.30192163,0.00206261
1039,1,MS,3.36600000,1,372243.79072396,372243.79072396,0.00190699
1040,1,MS,2.77700000,1,372189.43944888,372189.43944888,0.00181207
1041,1,MS,2.56700000,1,372134.73122277,372134.73122277,0.00177929
1042,1,MS,2.40800000,1,372079.63457741,372079.63457741,0.00175484
1043,1,MS,2.27200000,1,372024.22983372,372024.22983372,0.00173416
1044,1,MS,2.17100000,1,371968.51575315,371968.51575315,0.00171895
1045,1,MS,2.08700000,1,371912.55170375,371912.55170375,0.00170640
1046,1,MS,2.00600000,1,371856.45332306,371856.45332306,0.00169437
1047,1,MS,1.89900000,1,371800.47400670,371800.47400670,0.00167860
1048,1,MS,1.75600000,1,371744.85408691,371744.85408691,0.00165773
1049,1,MS,1.61500000,1,371689.64346396,371689.64346396,0.00163739
1050,1,MS,1.48500000,1,371634.83280177,371634.83280177,0.00161884
1051,1,MS,1.35400000,1,371580.46531249,371580.46531249,0.00160034
1052,1,MS,1.23700000,1,371526.51619173,371526.51619173,0.00158399
1053,1,MS,0.00000000,1,371477.57805626,371477.57805626,0.00142018
1054,1,MS,0.00000000,1,371427.55855398,371427.55855398,0.00142018
1055,1,MS,0.00000000,1,371375.69889493,371375.69889493,0.00142018
1056,1,MS,0.00000000,1,371321.22817338,371321.22817338,0.00142018
1057,1,MS,1.08500000,1,371257.84387143,371257.84387143,0.00156296
1058,1,MS,2.48300000,1,371181.77702698,371181.77702698,0.00176633
1059,1,MS,2.99100000,1,371097.11436414,371097.11436414,0.00184605
1060,1,MS,2.79900000,1,371008.73664244,371008.73664244,0.00181554
1061,1,MS,2.21200000,1,370920.13285254,370920.13285254,0.00172511
1062,1,MS,1.81100000,1,370830.91156929,370830.91156929,0.00166573
1063,1,MS,1.62700000,1,370740.01400924,370740.01400924,0.00163911
1064,1,MS,1.50700000,1,370647.69688099,370647.69688099,0.00162197
1065,1,MS,1.38500000,1,370554.40633495,370554.40633495,0.00160470
1066,1,MS,1.24900000,1,370460.67012022,370460.67012022,0.00158566
1067,1,MS,1.12300000,1,370366.74531264,370366.74531264,0.00156819
1068,1,MS,1.00600000,1,370272.83102969,370272.83102969,0.00155214
1069,1,MS,0.89600000,1,370179.07323429,370179.07323429,0.00153718
1070,1,MS,0.78800000,1,370085.61337337,370085.61337337,0.00152262
1071,1,MS,0.70000000,1,369992.42076275,369992.42076275,0.00151086
1072,1,MS,0.61500000,1,369899.58606628,369899.58606628,0.00149957
1073,1,MS,0.53300000,1,369807.16049999,369807.16049999,0.00148875
1074,1,MS,0.47100000,1,369715.04092236,369715.04092236,0.00148062
1075,1,MS,0.39000000,1,369623.43842099,369623.43842099,0.00147006
1076,1,MS,0.29400000,1,369532.50012603,369532.50012603,0.00145764
1077,1,MS,0.19800000,1,369442.06487613,369442.06487613,0.00144531
1078,1,MS,0.20000000,1,369350.93203853,369350.93203853,0.00144556
1079,1,MS,0.26500000,1,369258.01373347,369258.01373347,0.00145390
1080,1,MS,0.32600000,1,369162.62139536,369162.62139536,0.00146177
1081,1,MS,0.38500000,1,369064.13279033,369064.13279033,0.00146941
1082,1,MS,0.54300000,1,368961.17233423,368961.17233423,0.00149007
1083,1,MS,1.11200000,1,368849.52610851,368849.52610851,0.00156668
1084,1,MS,1.26500000,1,368733.00167963,368733.00167963,0.00158789
1085,1,MS,1.06900000,1,368615.77514234,368615.77514234,0.00156077
1086,1,MS,0.96100000,1,368497.56375556,368497.56375556,0.00154600
1087,1,MS,0.94200000,1,368377.92958366,368377.92958366,0.00154342
1088,1,MS,0.93000000,1,368257.25196909,368257.25196909,0.00154179
1089,1,MS,0.90400000,1,368136.03655384,368136.03655384,0.00153826
1090,1,MS,0.86600000,1,368014.67572606,368014.67572606,0.00153312
1091,1,MS,0.84600000,1,367893.18483448,367893.18483448,0.00153043
1092,1,MS,0.83000000,1,367771.70219411,367771.70219411,0.00152827
1093,1,MS,0.77700000,1,367650.76469737,367650.76469737,0.00152115
1094,1,MS,0.71400000,1,367530.58513098,367530.58513098,0.00151272
1095,1,MS,0.66100000,1,367411.13097357,367411.13097357,0.00150567
1096,1,MS,0.63800000,1,367292.14477451,367292.14477451,0.00150261
1097,1,MS,0.64100000,1,367173.42486262,367173.42486262,0.00150301
1098,1,MS,0.65300000,1,367054.93760273,367054.93760273,0.00150460
1099,1,MS,0.66400000,1,366936.73998868,366936.73998868,0.00150607
1100,1,MS,0.67200000,1,366818.89333728,366818.89333728,0.00150713
1101,1,MS,0.68400000,1,366701.33218006,366701.33218006,0.00150873
1102,1,MS,0.70200000,1,366583.82733844,366583.82733844,0.00151112
1103,1,MS,0.71900000,1,366466.14744039,366466.14744039,0.00151339
1104,1,MS,0.74300000,1,366348.07069109,366348.07069109,0.00151660
1105,1,MS,0.76500000,1,366229.57719922,366229.57719922,0.00151954
1106,1,MS,0.78400000,1,366110.68736622,366110.68736622,0.00152209
1107,1,MS,0.92400000,1,365990.11992276,365990.11992276,0.00154098
1108,1,MS,1.29900000,1,365865.43553097,365865.43553097,0.00159263
1109,1,MS,1.61800000,1,365737.30858870,365737.30858870,0.00163782
1110,1,MS,1.89500000,1,365606.32806921,365606.32806921,0.00167801
1111,1,MS,2.19800000,1,365472.33145103,365472.33145103,0.00172301
1112,1,MS,2.44800000,1,365336.06052741,365336.06052741,0.00176096
1113,1,MS,2.67200000,1,365197.94789255,365197.94789255,0.00179561
1114,1,MS,2.87100000,1,365058.40045395,365058.40045395,0.00182692
1115,1,MS,2.98400000,1,364918.55224896,364918.55224896,0.00184492
1116,1,MS,3.06400000,1,364778.87152155,364778.87152155,0.00185777
1117,1,MS,3.13500000,1,364639.51769114,364639.51769114,0.00186923
1118,1,MS,3.18100000,1,364500.82422300,364500.82422300,0.00187670
1119,1,MS,3.21700000,1,364362.94764677,364362.94764677,0.00188256
1120,1,MS,3.25400000,1,364225.88889567,364225.88889567,0.00188860
1121,1,MS,3.29500000,1,364089.61413883,364089.61413883,0.00189531
1122,1,MS,3.35200000,1,363953.95345920,363953.95345920,0.00190468
1123,1,MS,3.40100000,1,363819.01767143,363819.01767143,0.00191277
1124,1,MS,3.44000000,1,363684.92287827,363684.92287827,0.00191923
1125,1,MS,3.54100000,1,363550.90724256,363550.90724256,0.00193605
1126,1,MS,3.79600000,1,363415.02633945,363415.02633945,0.00197913
1127,1,MS,4.22000000,1,363274.96180834,363274.96180834,0.00205271
1128,1,MS,4.72400000,1,363129.27345733,363129.27345733,0.00214342
1129,1,MS,5.17400000,1,362978.06218802,362978.06218802,0.00222749
1130,1,MS,5.55100000,1,362821.88378818,362821.88378818,0.00230024
1131,1,MS,5.56100000,1,362665.58124338,362665.58124338,0.00230219
1132,1,MS,5.57600000,1,362509.27384801,362509.27384801,0.00230514
1133,1,MS,5.45700000,1,362354.91595755,362354.91595755,0.00228190
1134,1,MS,5.28800000,1,362203.32822717,362203.32822717,0.00224926
1135,1,MS,5.15800000,1,362054.13648856,362054.13648856,0.00222445
1136,1,MS,5.02900000,1,361907.49254963,361907.49254963,0.00220008
1137,1,MS,4.83700000,1,361764.23180273,361764.23180273,0.00216425
1138,1,MS,4.73600000,1,361623.28493179,361623.28493179,0.00214562
1139,1,MS,4.74200000,1,361483.47985692,361483.47985692,0.00214672
1140,1,MS,4.75900000,1,361344.79277846,361344.79277846,0.00214985
1141,1,MS,4.75200000,1,361207.59774638,361207.59774638,0.00214856
1142,1,MS,4.61200000,1,361073.45778119,361073.45778119,0.00212295
1143,1,MS,4.16000000,1,360945.70151421,360945.70151421,0.00204214
1144,1,MS,3.80400000,1,360822.95639442,360822.95639442,0.00198050
1145,1,MS,3.56600000,1,360703.79401918,360703.79401918,0.00194024
1146,1,MS,3.33300000,1,360588.03009947,360588.03009947,0.00190155
1147,1,MS,3.16900000,1,360474.87499072,360474.87499072,0.00187475
1148,1,MS,2.98800000,1,360364.39891914,360364.39891914,0.00184557
1149,1,MS,3.11000000,1,360253.64174808,360253.64174808,0.00186519
1150,1,MS,3.56200000,1,360139.28047174,360139.28047174,0.00193957
1151,1,MS,4.13900000,1,360019.70746374,360019.70746374,0.00203846
1152,1,MS,4.87100000,1,359892.53690750,359892.53690750,0.00217055
1153,1,MS,5.57800000,1,359757.12788157,359757.12788157,0.00230553
1154,1,MS,6.04700000,1,359615.26621463,359615.26621463,0.00239925
1155,1,MS,6.60100000,1,359465.09463401,359465.09463401,0.00251444
1156,1,MS,6.77500000,1,359311.41575217,359311.41575217,0.00255165
1157,1,MS,6.55400000,1,359160.08615307,359160.08615307,0.00250448
1158,1,MS,6.30800000,1,359011.69724636,359011.69724636,0.00245291
1159,1,MS,6.18200000,1,358865.13806942,358865.13806942,0.00242687
1160,1,MS,6.13400000,1,358719.81822241,358719.81822241,0.00241702
1161,1,MS,6.11500000,1,358575.72579217,358575.72579217,0.00241313
1162,1,MS,6.10800000,1,358432.95024338,358432.95024338,0.00241170
1163,1,MS,6.12300000,1,358291.43580607,358291.43580607,0.00241476
1164,1,MS,6.13000000,1,358151.42495041,358151.42495041,0.00241620
1165,1,MS,6.11100000,1,358013.33487795,358013.33487795,0.00241231
1166,1,MS,6.09500000,1,357877.21154314,357877.21154314,0.00240904
1167,1,MS,6.09500000,1,357742.93619064,357742.93619064,0.00240904
1168,1,MS,6.12300000,1,357610.27894004,357610.27894004,0.00241476
1169,1,MS,6.16700000,1,357479.17059266,357479.17059266,0.00242379
1170,1,MS,6.19800000,1,357349.81239525,357349.81239525,0.00243016
1171,1,MS,6.24400000,1,357222.07422521,357222.07422521,0.00243965
1172,1,MS,6.30400000,1,357095.85576081,357095.85576081,0.00245208
1173,1,MS,6.40100000,1,356970.82429817,356970.82429817,0.00247229
1174,1,MS,6.55200000,1,356846.38235731,356846.38235731,0.00250406
1175,1,MS,6.74000000,1,356721.65951723,356721.65951723,0.00254413
1176,1,MS,7.11000000,1,356594.02175902,356594.02175902,0.00262471
1177,1,MS,7.45000000,1,356463.19354071,356463.19354071,0.00270081
1178,1,MS,7.66500000,1,356330.17947821,356330.17947821,0.00274996
1179,1,MS,7.70000000,1,356196.71456355,356196.71456355,0.00275804
1180,1,MS,7.68000000,1,356063.67107550,356063.67107550,0.00275342
1181,1,MS,7.56500000,1,355932.28609187,355932.28609187,0.00272700
1182,1,MS,7.43000000,1,355803.18865750,355803.18865750,0.00269628
1183,1,MS,7.36000000,1,355675.91770120,355675.91770120,0.00268047
1184,1,MS,7.33500000,1,355550.31234629,355550.31234629,0.00267485
1185,1,MS,7.34000000,1,355426.27408972,355426.27408972,0.00267597
1186,1,MS,7.38000000,1,355303.70551249,355303.70551249,0.00268498
1187,1,MS,7.45500000,1,355182.49166020,355182.49166020,0.00270194
1188,1,MS,7.53500000,1,355062.76622632,355062.76622632,0.00272014
1189,1,MS,7.61500000,1,354944.67338810,354944.67338810,0.00273846
1190,1,MS,7.62000000,1,354829.01336904,354829.01336904,0.00273961
1191,1,MS,7.51500000,1,354716.77677729,354716.77677729,0.00271558
1192,1,MS,7.33500000,1,354608.45870891,354608.45870891,0.00267485
1193,1,MS,6.83100000,1,354506.60994819,354506.60994819,0.00256374
1194,1,MS,6.46700000,1,354409.60406153,354409.60406153,0.00248613
1195,1,MS,6.24800000,1,354316.03587481,354316.03587481,0.00244048
1196,1,MS,6.02600000,1,354225.77510049,354225.77510049,0.00239498
1197,1,MS,5.91300000,1,354137.43471233,354137.43471233,0.00237213
1198,1,MS,6.17200000,1,354047.48574770,354047.48574770,0.00242481
1199,1,MS,6.48000000,1,353955.34791621,353955.34791621,0.00248886
1200,1,MS,6.51200000,1,353862.75078449,353862.75078449,0.00249560
1201,1,MS,6.75100000,1,353767.50247949,353767.50247949,0.00254649
1202,1,MS,7.07300000,1,353667.98376464,353667.98376464,0.00261655
1203,1,MS,7.39000000,1,353563.76410735,353563.76410735,0.00268723
1204,1,MS,7.07500000,1,353460.54170162,353460.54170162,0.00261699
1205,1,MS,6.83500000,1,353358.21899988,353358.21899988,0.00256460
1206,1,MS,6.54300000,1,353257.36639730,353257.36639730,0.00250215
1207,1,MS,6.34400000,1,353157.77955483,353157.77955483,0.00246039
1208,1,MS,6.18700000,1,353059.43763759,353059.43763759,0.00242790
1209,1,MS,5.91100000,1,352963.52582548,352963.52582548,0.00237172
1210,1,MS,5.56900000,1,352870.65025482,352870.65025482,0.00230376
1211,1,MS,5.26400000,1,352780.55281868,352780.55281868,0.00224466
1212,1,MS,5.36600000,1,352690.25898556,352690.25898556,0.00226427
1213,1,MS,5.18600000,1,352602.03225638,352602.03225638,0.00222977
1214,1,MS,5.13900000,1,352514.95666960,352514.95666960,0.00222084
1215,1,MS,5.12100000,1,352428.93502596,352428.93502596,0.00221743
1216,1,MS,4.98500000,1,352344.84953318,352344.84953318,0.00219182
1217,1,MS,5.13900000,1,352260.71874949,352260.71874949,0.00222084
1218,1,MS,5.30000000,1,352176.63094776,352176.63094776,0.00225157
1219,1,MS,5.35200000,1,352093.43339819,352093.43339819,0.00226157
1220,1,MS,5.35200000,1,352011.54063830,352011.54063830,0.00226157
1221,1,MS,5.38900000,1,351930.64499552,351930.64499552,0.00226871
1222,1,MS,5.63300000,1,351849.03834243,351849.03834243,0.00231634
1223,1,MS,6.08800000,1,351764.64662328,351764.64662328,0.00240761
1224,1,MS,6.60300000,1,351676.37731308,351676.37731308,0.00251487
1225,1,MS,6.82000000,1,351585.67414572,351585.67414572,0.00256136
1226,1,MS,7.08000000,1,351491.41022722,351491.41022722,0.00261809
1227,1,MS,7.09500000,1,351395.07533440,351395.07533440,0.00262140
1228,1,MS,6.90600000,1,351298.42497630,351298.42497630,0.00258000
1229,1,MS,6.55700000,1,351203.22340118,351203.22340118,0.00250511
1230,1,MS,6.20000000,1,351109.68875663,351109.68875663,0.00243057
1231,1,MS,5.90700000,1,351017.66862129,351017.66862129,0.00237092
1232,1,MS,5.66500000,1,350927.13521961,350927.13521961,0.00232266
