sum_dry_mass_laminae,sum_dry_mass_roots,sum_C_g,Cont_WSC_DM_shoot,mstruct_stem,mstruct,sum_dry_mass_stem,N_content_mstruct_roots,sum_dry_mass_shoot,N_content_mstruct,N_content_mstruct_shoot,sum_respi_roots,sum_N_g_shoot,plant,Tillers_Photosynthesis_An,Total_Transpiration,C_respired_shoot,NS_shoot,C_N_ratio_shoot,N_content_roots,C_N_ratio,mstruct_shoot,NS_laminae,axis,C_respired_roots,NS_stem,sum_NSC_g,C_exudated,Tillers_Photosynthesis,NS,sum_dry_mass,Cont_WSC_DM,sum_N_g,mstruct_laminae,dry_mass_phloem,sum_respi_shoot,NNI,Cont_WSC_DM_stem,senesced_mstruct,Total_Photosynthesis,N_content,NS_roots,t,N_content_total_DM_shoot,shoot_roots_ratio,Cont_WSC_DM_roots,Cont_WSC_DM_laminae,shoot_roots_mstruct_ratio,N_content_shoot
0.05581403,0.11155652,0.08908932,15.963505079252602,0.02190675,0.14477152,0.04211952,1.13992328,0.09793355,3.33496150,6.80255566,0.40479875,0.00381750,1,0.00000000,0.00007557,0.80604851,42.69726304,10.79178845,0.90588634,18.45234990,0.05611860,38.70384905,MS,0.60647951,47.98907292,0.02538985,0.63381271,0.00328737,30.89337140,0.20949007,16.93185003496865,0.00482807,0.03421185,0.01832222,0.64007346,0.88592059,18.188405277113883,0.00311770,0.00328737,2.30467946,20.53093786,1094.00000000,3.58564437,0.87788281,17.7819434235135,14.284505312380794,0.63301474,3.89805058
0.05576352,0.11156502,0.08906426,15.901309901579777,0.02191194,0.14479678,0.04212656,1.14464494,0.09789008,3.33893821,6.80532499,0.40313201,0.00381974,1,0.00000000,0.00008442,0.82203467,42.66151529,10.78033728,0.90972473,18.42197805,0.05612869,38.63954538,MS,0.59001486,47.98545334,0.02535368,0.55864788,0.00328737,30.86978640,0.20945510,16.891722954712755,0.00483467,0.03421675,0.01822331,0.66839704,0.88683414,18.140070075969938,0.00312046,0.00328737,2.30821511,20.52341340,1095.00000000,3.58898481,0.87742630,17.760737411190387,14.210038143125836,0.63302032,3.90207023
0.05571630,0.11156457,0.08904051,15.849944223278362,0.02191700,0.14482128,0.04214229,1.14944593,0.09785859,3.34286673,6.80783652,0.40231260,0.00382182,1,0.00000000,0.00007060,0.81274347,42.63295207,10.77069865,0.91369492,18.39230355,0.05613858,38.57886270,MS,0.58282597,47.99286133,0.02531914,0.47673462,0.00328737,30.84752686,0.20942316,16.853121135336274,0.00484118,0.03422158,0.01812429,0.66449447,0.88760337,18.109942934841467,0.00312302,0.00328737,2.31167502,20.50996974,1096.00000000,3.59180977,0.87714757,17.73305532937644,14.140542757001452,0.63302740,3.90545484
0.05567429,0.11155903,0.08901757,15.804090897334719,0.02192200,0.14484600,0.04215978,1.15419182,0.09783407,3.34682870,6.81052013,0.40221071,0.00382401,1,0.00000000,0.00006620,0.81297837,42.60839415,10.76155709,0.91766516,18.36266988,0.05614854,38.52361144,MS,0.58366668,48.00257314,0.02528533,0.40755593,0.00328737,30.82581877,0.20939310,16.81518737555452,0.00484775,0.03422655,0.01803064,0.66407355,0.88833338,18.083981437898142,0.00312548,0.00328737,2.31514135,20.49283800,1097.00000000,3.59449686,0.87697133,17.701889995921753,14.077626595699734,0.63303470,3.90866687
0.05563603,0.11154831,0.08899516,15.763180659242432,0.02192716,0.14487121,0.04217989,1.15892882,0.09781592,3.35076726,6.81314927,0.40226713,0.00382618,1,0.00000000,0.00005819,0.82355633,42.58724502,10.75317116,0.92167571,18.33327224,0.05615881,38.47215275,MS,0.58717882,48.01512469,0.02525183,0.35177852,0.00328737,30.80421431,0.20936423,16.77743663764835,0.00485430,0.03423165,0.01793899,0.67188803,0.88900379,18.062526341412728,0.00312796,0.00328737,2.31858973,20.47175841,1098.00000000,3.59698051,0.87689289,17.666830497155615,14.019954907781557,0.63304351,3.91161670
0.05560116,0.11153299,0.08897306,15.725629103919314,0.02193240,0.14489685,0.04220185,1.16349061,0.09780300,3.35468727,6.81600981,0.40218439,0.00382850,1,0.00000000,0.00005944,0.83747055,42.56903343,10.74496280,0.92558981,18.30406148,0.05616921,38.42428441,MS,0.59023951,48.02976224,0.02521844,0.30625999,0.00328737,30.78262951,0.20933599,16.739760769934268,0.00486084,0.03423681,0.01784965,0.68326242,0.88965916,18.04348853694209,0.00313049,0.00328737,2.32202632,20.44716108,1099.00000000,3.59941051,0.87689753,17.62905031843806,13.966350083701947,0.63305186,3.91450031
0.05556951,0.11151109,0.08895102,15.690308338432521,0.02193771,0.14492279,0.04222720,1.16744772,0.09779671,3.35856646,6.81971835,0.40191507,0.00383130,1,0.00000000,0.00008162,0.86589686,42.55456023,10.73602164,0.92908174,18.27511543,0.05617975,38.37980698,MS,0.59223891,48.04838896,0.02518499,0.26999751,0.00328737,30.76089871,0.20930780,16.70196509838858,0.00486733,0.03424204,0.01776094,0.70984504,0.89036755,18.026952508337647,0.00313306,0.00328737,2.32544123,20.41770070,1100.00000000,3.60207031,0.87701330,17.589201532387644,13.91469549600175,0.63306056,3.91761720
0.05571886,0.11155677,0.08906119,15.806713012019872,0.02194308,0.14494920,0.04228085,1.17146512,0.09799970,3.36243534,6.82330738,0.40174894,0.00383405,1,11.52433137,0.00024505,1.65122788,42.66265279,10.75385187,0.93206210,18.27336970,0.05619043,38.53543932,MS,0.59545353,48.10160751,0.02528354,0.26548450,11.83565531,30.83046898,0.20955647,16.758906796007146,0.00487382,0.03424735,0.01781078,1.49241272,0.88915987,18.039357934672555,0.00313566,7.80947337,2.32578076,20.43620519,1101.00000000,3.59794479,0.87847383,17.59538411278258,14.112526776821163,0.63306883,3.91230344
0.05608620,0.11170548,0.08931952,16.14526118151736,0.02194858,0.14497633,0.04239014,1.16985917,0.09847634,3.36627766,6.83570697,0.40177466,0.00384176,1,23.73361621,0.00051248,1.27825160,42.92901063,10.78383540,0.92971392,18.30203244,0.05620142,38.92823243,MS,0.60055424,48.22242273,0.02552993,0.39456278,23.92867693,31.02337317,0.21018182,16.97413456373301,0.00488031,0.03425284,0.01804559,1.11518591,0.88663764,18.162565222115234,0.00313831,15.67118012,2.32194478,20.52770602,1102.00000000,3.58951312,0.88157120,17.70484546913843,14.620576183125028,0.63307775,3.90120560
0.05642829,0.11192963,0.08961040,16.4771691558488,0.02195423,0.14500412,0.04252468,1.16772687,0.09895298,3.37011578,6.84892566,0.40181418,0.00384997,1,26.76809742,0.00059236,1.37084105,43.19252355,10.81229759,0.92633324,18.33721004,0.05621269,39.28850735,MS,0.60545703,48.37297303,0.02580859,0.60830109,26.95737659,31.23941354,0.21088261,17.21669141982129,0.00488681,0.03425846,0.01837029,1.20372400,0.88425042,18.32794561070571,0.00314102,17.64062607,2.31731138,20.67209714,1103.00000000,3.58157709,0.88406418,17.87047656340809,15.082413492557231,0.63308689,3.89070183
0.05660170,0.11216917,0.08982940,16.677496835677154,0.02196011,0.14503289,0.04264691,1.16917817,0.09924861,3.37388797,6.85630727,0.40240904,0.00385492,1,20.80787685,0.00038241,1.22919702,43.34992431,10.83030445,0.92568183,18.35782666,0.05622441,39.46417671,MS,0.61302648,48.50715476,0.02601493,0.80816326,21.03064021,31.39984942,0.21141777,17.394780560320754,0.00489325,0.03426431,0.01864638,1.05637893,0.88275074,18.478182477417597,0.00314380,13.80313234,2.31449223,20.82628183,1104.00000000,3.57655777,0.88481183,18.029441682183702,15.320758956125077,0.63309717,3.88410326
0.05663429,0.11237818,0.08996298,16.75254287354008,0.02196606,0.14506254,0.04274186,1.17315959,0.09937615,3.37765192,6.85967500,0.40351644,0.00385763,1,13.63296123,0.00020531,1.11363383,43.41055430,10.83642859,0.92729036,18.36088923,0.05623641,39.48834748,MS,0.62067031,48.60760058,0.02613546,0.93464534,13.93334884,31.49489648,0.21175433,17.496170448674295,0.00489971,0.03427035,0.01882115,0.93559085,0.88223910,18.583210215846623,0.00314668,9.18789883,2.31386394,20.95786743,1105.00000000,3.57488320,0.88430108,18.15376111490864,15.370939640927448,0.63310675,3.88185206
0.05664533,0.11256418,0.09007184,16.800679888454813,0.02197223,0.14509294,0.04282372,1.17752941,0.09946905,3.38140588,6.86240246,0.40489655,0.00386001,1,11.59197152,0.00016180,1.10715286,43.45103082,10.83974818,0.92939552,18.35885147,0.05624872,39.48929638,MS,0.62782269,48.69143883,0.02623094,0.99488707,11.93552291,31.57067385,0.21203324,17.574915539328465,0.00490618,0.03427649,0.01894082,0.92461769,0.88195860,18.66355586795227,0.00314964,7.88638867,2.31387326,21.07241539,1106.00000000,3.57399374,0.88366524,18.259080669032542,15.39235062895204,0.63311653,3.88061785
0.05673687,0.11276705,0.09022664,16.91517452698294,0.02197952,0.14512927,0.04291621,1.18088715,0.09965308,3.38508675,6.86650001,0.41047426,0.00386335,1,15.70141439,0.00021437,1.23405093,43.54037816,10.85022091,0.93059245,18.36580429,0.05626375,39.57328598,MS,0.67368842,48.78502571,0.02636976,1.06241799,16.00852698,31.67818660,0.21242012,17.69183712279336,0.00491275,0.03428423,0.01908556,1.01897045,0.88109089,18.75746706470325,0.00315267,10.55383500,2.31275265,21.19547986,1107.00000000,3.57109076,0.88370742,18.37817962417529,15.521650124843065,0.63313357,3.87679994
0.05663314,0.11289436,0.09024952,16.840021883765374,0.02198971,0.14518108,0.04296955,1.18627736,0.09960269,3.38853259,6.86670810,0.42400626,0.00386496,1,4.58917488,0.00006499,1.23303545,43.48999841,10.84023110,0.93410178,18.34523306,0.05628548,39.44223491,MS,0.79474335,48.82488301,0.02636984,1.07538498,5.17221040,31.67854790,0.21249705,17.68260929256649,0.00491951,0.03429576,0.01908707,0.93070434,0.88190383,18.77852827426984,0.00315624,3.44989569,2.31509467,21.25772457,1108.00000000,3.57402004,0.88226449,18.42599424075137,15.369209296645439,0.63316392,3.88037686
0.05647226,0.11294321,0.09020891,16.70329598064156,0.02200253,0.14524512,0.04300934,1.19207919,0.09948159,3.39183721,6.86589187,0.43587468,0.00386633,1,0.00000000,0.00001780,1.27855011,43.39446219,10.82323292,0.93866007,18.31102685,0.05631209,39.24528148,MS,0.89842524,48.84243269,0.02630106,0.99439835,0.00328737,31.62513220,0.21242481,17.610283973084016,0.00492648,0.03430956,0.01897405,0.90171973,0.88328978,18.77383445511472,0.00316127,0.00328737,2.31916421,21.25858038,1109.00000000,3.57892889,0.88081070,18.409168704663124,15.1263714576991,0.63319615,3.88647502
0.05635682,0.11295883,0.09016691,16.585097328755154,0.02201740,0.14531983,0.04303371,1.19760839,0.09939053,3.39497716,6.86508346,0.44616862,0.00386798,1,0.00000000,0.00001828,1.36496579,43.31172313,10.80870728,0.94334973,18.27617922,0.05634278,39.09276394,MS,0.98858403,48.83685889,0.02622619,0.88037682,0.00328737,31.56567723,0.21234937,17.531496760437328,0.00493358,0.03432538,0.01883377,0.92343031,0.88447671,18.738897939101133,0.00316753,0.00328737,2.32332963,21.23053372,1110.00000000,3.58311055,0.87988278,18.364217322699876,14.940468621781399,0.63322809,3.89169752
0.05626725,0.11294718,0.09012343,16.48014752825572,0.02203468,0.14540646,0.04305599,1.20296871,0.09932323,3.39799405,6.86420013,0.45722600,0.00386992,1,0.00000000,0.00001866,1.45258976,43.23750038,10.79596427,0.94821353,18.24027414,0.05637835,38.96329326,MS,1.08686412,48.82320159,0.02614459,0.77596226,0.00328737,31.49941670,0.21227041,17.445456589486437,0.00494090,0.03434367,0.01867436,0.94028996,0.88552081,18.699136313591264,0.00317486,0.00328737,2.32764575,21.17720727,1111.00000000,3.58677916,0.87937773,18.29432788437482,14.78216596314014,0.63326452,3.89629157
0.05619675,0.11291762,0.09007885,16.38288884044867,0.02205394,0.14550266,0.04307446,1.20814540,0.09927122,3.40084997,6.86318998,0.46610562,0.00387205,1,0.00000000,0.00002489,1.51108185,43.16816943,10.78436330,0.95315179,18.20390020,0.05641765,38.85106617,MS,1.16759462,48.80044332,0.02605768,0.68169568,0.00328737,31.42775524,0.21218884,17.35367883150903,0.00494833,0.03436371,0.01850929,0.94022890,0.88647193,18.653458500941504,0.00318336,0.00328737,2.33203916,21.10620231,1112.00000000,3.59010120,0.87914726,18.207146188370174,14.642511176723772,0.63330134,3.90047650
0.05613830,0.11287290,0.09003307,16.29096529388697,0.02207497,0.14560748,0.04309317,1.21311171,0.09923147,3.40360649,6.86224586,0.47377222,0.00387445,1,0.00000000,0.00003154,1.57468345,43.10230871,10.77332101,0.95811635,18.16682384,0.05646041,38.74868843,MS,1.23940675,48.77385354,0.02596578,0.60835332,0.00328737,31.35101432,0.21210436,17.256504160164194,0.00495591,0.03438545,0.01833865,0.95127954,0.88737715,18.608029437044497,0.00319283,0.00328737,2.33654133,21.01994058,1113.00000000,3.59324803,0.87914347,18.10535135027824,14.512328651361054,0.63334004,3.90445946
0.05609113,0.11281804,0.08998642,16.202178205233533,0.02209757,0.14571996,0.04310852,1.21800755,0.09919965,3.40619833,6.86098032,0.48026635,0.00387688,1,0.00000000,0.00003738,1.60976228,43.03787241,10.76306574,0.96317061,18.12958796,0.05650623,38.65579388,MS,1.30260352,48.73966349,0.02586964,0.54867242,0.00328737,31.26989472,0.21201769,17.154717186640635,0.00496351,0.03440866,0.01816750,0.93956114,0.88821826,18.558912169330753,0.00320317,0.00328737,2.34108370,20.92244280,1114.00000000,3.59614101,0.87928888,17.992274120613562,14.390923958830054,0.63338028,3.90816037
0.05604976,0.11275872,0.08993933,16.116102977764157,0.02212104,0.14583650,0.04312134,1.22312767,0.09917110,3.40873295,6.85922589,0.48317690,0.00387913,1,0.00000000,0.00002460,1.62670619,42.97381850,10.75373919,0.96847964,18.09216097,0.05655349,38.56806126,MS,1.33729945,48.70048801,0.02577127,0.50277588,0.00328737,31.18641580,0.21192981,17.050483550928096,0.00497118,0.03443246,0.01799774,0.92965517,0.88898968,18.50830305366116,0.00321428,0.00328737,2.34567132,20.81941525,1115.00000000,3.59874943,0.87949829,17.872269669285696,14.27568722495573,0.63341827,3.91155461
0.05601220,0.11269440,0.08989175,16.03126648057226,0.02214515,0.14595599,0.04313394,1.22811667,0.09914614,3.41121403,6.85753896,0.48466092,0.00388150,1,0.00000000,0.00002672,1.65683494,42.91062233,10.74448117,0.97375913,18.05464718,0.05660192,38.48345390,MS,1.36089683,48.65958527,0.02567111,0.47306816,0.00328737,31.10102259,0.21184054,16.94427668089856,0.00497887,0.03445677,0.01782771,0.94065251,0.88975598,18.457330293599714,0.00322582,0.00328737,2.35029158,20.71118717,1116.00000000,3.60134137,0.87977879,17.747523693636992,14.163000286739793,0.63345663,3.91492631
0.05597850,0.11262614,0.08984389,15.947251454594417,0.02216982,0.14607817,0.04314574,1.23292570,0.09912424,3.41355560,6.85576938,0.48567051,0.00388389,1,0.00000000,0.00003342,1.67240017,42.84801617,10.73545825,0.97895962,18.01757534,0.05665147,38.40198532,MS,1.38126310,48.61642203,0.02556950,0.44839103,0.00328737,31.01398815,0.21175038,16.836421595704202,0.00498646,0.03448164,0.01765883,0.93919459,0.89050187,18.406066861111185,0.00323767,0.00328737,2.35487587,20.59865223,1117.00000000,3.60385277,0.88011757,17.618995855253548,14.052105829680386,0.63349636,3.91820821
0.05594707,0.11255572,0.08979587,15.863903949354647,0.02219491,0.14620199,0.04315677,1.23769527,0.09910384,3.41587513,6.85400062,0.48558601,0.00388634,1,0.00000000,0.00003344,1.68256601,42.78553438,10.72648175,0.98417075,17.98047236,0.05670173,38.32237138,MS,1.39322215,48.57143772,0.02546700,0.43081433,0.00328737,30.92587373,0.21165956,16.727519763730623,0.00499408,0.03450682,0.01749108,0.93814838,0.89124542,18.35472607608898,0.00324980,0.00328737,2.35948590,20.48359819,1118.00000000,3.60634960,0.88048687,17.487922152921097,13.942519425599945,0.63353704,3.92147983
0.05593275,0.11247533,0.08974624,15.774081419166777,0.02222023,0.14633753,0.04315601,1.24234084,0.09908877,3.41785502,6.85091906,0.48502008,0.00388878,1,0.00000000,0.00003369,1.81999455,42.71506479,10.71813880,0.98939181,17.94349004,0.05676294,38.24243525,MS,1.40170758,48.51185766,0.02535773,0.40757179,0.00328737,30.83064332,0.21156410,16.611457485962674,0.00500160,0.03454270,0.01731387,0.94229614,0.89194194,18.29845135485595,0.00326211,0.00328737,2.36410833,20.36067955,1119.00000000,3.60867405,0.88098220,17.349170895162217,13.82635414883917,0.63369461,3.92454454
0.05590598,0.11239918,0.08969793,15.691355036189186,0.02224585,0.14646393,0.04316688,1.24657259,0.09907286,3.42004437,6.84965881,0.48444375,0.00389158,1,0.00000000,0.00005430,1.70634953,42.65406018,10.70858669,0.99426708,17.90688433,0.05681426,38.16688062,MS,1.41031332,48.46546408,0.02525380,0.40050717,0.00328737,30.74076347,0.21147204,16.500886095762993,0.00500913,0.03456841,0.01714882,0.94505169,0.89272755,18.24759114907037,0.00327455,0.00328737,2.36869662,20.23993707,1120.00000000,3.61133355,0.88143750,17.214437125230962,13.717599536212708,0.63373648,3.92800122
0.05588099,0.11232238,0.08964958,15.608832337650478,0.02227182,0.14659183,0.04317623,1.25082214,0.09905722,3.42215234,6.84815133,0.48393531,0.00389429,1,0.00000000,0.00005357,1.70349905,42.59249074,10.69934758,0.99918392,17.87059929,0.05686628,38.09260424,MS,1.42000228,48.41648532,0.02514917,0.39224387,0.00328737,30.64995755,0.21137960,16.389455938948768,0.00501660,0.03459446,0.01698528,0.93239309,0.89348934,18.19638758898393,0.00328714,0.00328737,2.37326410,20.11782615,1121.00000000,3.61388837,0.88190095,17.077888636881948,13.609567954820601,0.63378016,3.93135311
0.05585679,0.11224226,0.08960056,15.525377056897469,0.02229822,0.14672189,0.04318623,1.25480581,0.09904302,3.42416843,6.84681495,0.48401598,0.00389716,1,0.00000000,0.00006194,1.73760160,42.53077398,10.68979199,1.00394336,17.83448868,0.05691926,38.01821353,MS,1.43467963,48.36729038,0.02504293,0.39199302,0.00328737,30.55744574,0.21128528,16.276279765852113,0.00502400,0.03462104,0.01681940,0.95293704,0.89427535,18.145016122984835,0.00329989,0.00328737,2.37783002,19.99213361,1122.00000000,3.61654336,0.88240395,16.93887928257893,13.49997717670443,0.63382608,3.93481156
0.05583398,0.11216171,0.08955137,15.441643619005289,0.02232504,0.14685370,0.04319459,1.25882473,0.09902857,3.42614228,6.84530486,0.48371541,0.00389998,1,0.00000000,0.00006116,1.73659553,42.46809818,10.68036279,1.00875823,17.79843770,0.05697302,37.94463442,MS,1.44655948,48.31519557,0.02493574,0.38703880,0.00328737,30.46378862,0.21119028,16.162007258759136,0.00503142,0.03464798,0.01665484,0.94023632,0.89505320,18.09298146226899,0.00331285,0.00328737,2.38240953,19.86507704,1123.00000000,3.61915807,0.88290889,16.798022717661773,13.390501004875166,0.63387379,3.93823407
0.05583477,0.11208961,0.08952877,15.376384976735025,0.02235218,0.14698685,0.04321439,1.26345744,0.09904916,3.42802653,6.84258979,0.48300499,0.00390215,1,1.87208200,0.00009674,2.14589824,42.42517425,10.67850671,1.01401034,17.76805122,0.05702738,37.89674841,MS,1.45504243,48.27608603,0.02485455,0.38730206,2.65734286,30.38374673,0.21113877,16.056630629399887,0.00503875,0.03467521,0.01651220,1.34016927,0.89536572,18.05075080686742,0.00332601,1.76412008,2.38646363,19.74321327,1124.00000000,3.62007455,0.88366047,16.657736819519208,13.306508041560091,0.63392268,3.93960915
0.05598646,0.11207955,0.08959431,15.441099689139904,0.02238009,0.14712403,0.04324299,1.26542124,0.09922945,3.42981993,6.84382232,0.48472603,0.00390670,1,9.41351472,0.00019010,1.97253447,42.47314195,10.68549665,1.01659164,17.75519222,0.05708359,38.01448122,MS,1.48330586,48.24574428,0.02485973,0.44438706,9.91492948,30.37491891,0.21130900,16.042445632193363,0.00504609,0.03470350,0.01648066,1.14255964,0.89478090,18.02705824806599,0.00333932,6.52595434,2.38801490,19.66377679,1125.00000000,3.61799230,0.88534838,16.574846285757584,13.44374889038571,0.63397691,3.93703595
0.05625566,0.11213625,0.08975515,15.613286311872027,0.02240999,0.14727154,0.04330857,1.26446370,0.09956423,3.43139380,6.84903452,0.49267200,0.00391384,1,17.97819674,0.00036468,2.20478288,42.60545532,10.70171345,1.01628561,17.76110495,0.05714444,38.25607563,MS,1.56106661,48.25508090,0.02495567,0.59473278,18.33991846,30.43400486,0.21170048,16.109031967180435,0.00505347,0.03473445,0.01656742,1.31442365,0.89340277,18.064536278187393,0.00335302,12.00074663,2.38708324,19.62714227,1126.00000000,3.61326740,0.88788617,16.549197680325893,13.726184823654949,0.63404269,3.93097218
0.05665653,0.11228456,0.09003263,15.897559916727872,0.02244325,0.14743601,0.04341867,1.25940531,0.10007520,3.43272263,6.85999749,0.50780623,0.00392479,1,28.57615464,0.00064392,2.57596067,42.83026118,10.72608165,1.01196143,17.78925522,0.05721273,38.63110471,MS,1.69348831,48.30969236,0.02516079,0.84458835,28.86291616,30.57254228,0.21235976,16.26911577517951,0.00506107,0.03476948,0.01681263,1.58486554,0.89132787,18.170701476738067,0.00336770,18.78877431,2.38325205,19.64767699,1127.00000000,3.60632541,0.89126414,16.600270187769986,14.155540211563524,0.63412402,3.92184265
0.05702851,0.11250637,0.09033925,16.16640592569135,0.02248056,0.14762032,0.04355138,1.25462994,0.10057989,3.43373154,6.86960358,0.52688234,0.00393557,1,31.78070909,0.00070627,2.79335377,43.04067164,10.75017281,1.00733529,17.82230605,0.05728963,38.96199061,MS,1.85248931,48.38151599,0.02538631,1.17485269,32.06283789,30.72272310,0.21308626,16.444169181210945,0.00506889,0.03480907,0.01712615,1.68133428,0.88929092,18.311846652600725,0.00338403,20.84549792,2.37879571,19.71056538,1128.00000000,3.59944372,0.89399283,16.692487541114645,14.527981771478585,0.63422082,3.91288006
0.05742969,0.11279501,0.09070293,16.460011310838734,0.02252139,0.14782201,0.04371583,1.24756892,0.10114551,3.43454090,6.88225757,0.54510052,0.00394860,1,37.49418050,0.00094458,3.13208939,43.27613329,10.77433656,1.00040412,17.86542997,0.05737365,39.31318047,MS,1.99616840,48.48228314,0.02566124,1.54565905,37.75875948,30.90508178,0.21394052,16.65625429435269,0.00507701,0.03485225,0.01751592,1.91070822,0.88724605,18.49696857915465,0.00340230,24.49260191,2.37309323,19.81171530,1129.00000000,3.59263528,0.89671977,16.832229257452585,14.909467095358481,0.63432474,3.90388261
0.05750771,0.11303474,0.09087968,16.481736217439767,0.02256526,0.14803840,0.04382267,1.24822831,0.10133038,3.43516241,6.88221653,0.56091231,0.00395478,1,22.01391311,0.00051312,2.87274608,43.29065386,10.77716759,1.00020453,17.87083975,0.05746380,39.31502875,MS,2.11830426,48.50779535,0.02574278,1.81863559,22.37421453,30.94097644,0.21436511,16.698863006082522,0.00508536,0.03489854,0.01769967,1.55790638,0.88701364,18.586037482740075,0.00342232,14.60653422,2.37228962,19.87006562,1130.00000000,3.59173164,0.89645344,16.89350706299995,14.878192790629821,0.63443567,3.90286000
0.05757681,0.11324733,0.09103237,16.486007590641748,0.02260916,0.14825421,0.04391020,1.24960259,0.10148701,3.43574111,6.88101491,0.56139408,0.00396023,1,20.14760514,0.00046009,2.85192506,43.29035469,10.77904221,1.00082326,17.87180391,0.05755293,39.30930626,MS,2.12322071,48.51046410,0.02580052,1.94126640,20.53183397,30.95924484,0.21473435,16.720888805145133,0.00509363,0.03494377,0.01780569,1.53105875,0.88686344,18.64095339836669,0.00344379,13.40924184,2.37206161,19.90867567,1131.00000000,3.59103246,0.89615366,16.9313784640959,14.842566244699146,0.63453260,3.90219915
0.05748523,0.11338153,0.09106098,16.338859753651068,0.02265321,0.14847105,0.04394931,1.25417781,0.10143454,3.43633209,6.87479281,0.56194647,0.00396281,1,9.40662529,0.00023224,2.65144205,43.17264121,10.76675518,1.00470547,17.84824277,0.05764257,39.13329042,MS,2.13031593,48.45606802,0.02573372,1.93146957,9.98280679,30.88457841,0.21481607,16.63406531343779,0.00510196,0.03498937,0.01774911,1.32407647,0.88790072,18.617088308986098,0.00346531,6.55667703,2.37503541,19.89130608,1132.00000000,3.59433877,0.89463022,16.898165128503788,14.597080293658243,0.63463115,3.90676317
0.05731855,0.11343364,0.09100558,16.108232266605768,0.02269637,0.14868311,0.04394960,1.25999039,0.10126815,3.43697382,6.86679023,0.55656033,0.00396420,1,1.76141616,0.00011596,2.50073068,42.99291773,10.74571490,1.01028252,17.80861641,0.05773002,38.87902892,MS,2.09364971,48.35820271,0.02558502,1.79853564,2.65808347,30.74901235,0.21470179,16.475063373509133,0.00511020,0.03503365,0.01756461,1.19944097,0.88967199,18.52966119364598,0.00348688,1.75612351,2.38013832,19.81823603,1133.00000000,3.60016796,0.89275243,16.802552736772448,14.251576112072078,0.63472302,3.91455676
0.05716305,0.11343178,0.09092281,15.874126990563925,0.02273820,0.14888864,0.04393139,1.26542864,0.10109444,3.43767117,6.85954814,0.54877966,0.00396583,1,0.00000000,0.00008621,2.38015270,42.81119996,10.72291171,1.01600823,17.76424806,0.05781469,38.63782290,MS,2.03980596,48.24155286,0.02541180,1.62318529,0.00328737,30.59651276,0.21452622,16.29678453506988,0.00511830,0.03507649,0.01731978,1.11764335,0.89156665,18.411771865704903,0.00350799,0.00328737,2.38586367,19.71034912,1134.00000000,3.60645043,0.89123556,16.673471970119223,13.923876406645283,0.63481024,3.92289327
0.05705021,0.11340170,0.09084351,15.669103222346775,0.02277899,0.14908941,0.04390674,1.27046441,0.10095696,3.43838227,6.85298401,0.54247045,0.00396770,1,0.00000000,0.00007896,2.34887135,42.65136282,10.70328706,1.02164385,17.72119197,0.05789744,38.44290446,MS,1.99761172,48.11962185,0.02524417,1.43088116,0.00328737,30.44861904,0.21435866,16.12371697607866,0.00512626,0.03511845,0.01706407,1.11645887,0.89320294,18.284082437985997,0.00352844,0.00328737,2.39144235,19.58500889,1135.00000000,3.61184178,0.89025963,16.52844124804697,13.656573996242576,0.63489625,3.93009294
0.05696155,0.11334819,0.09076762,15.488762182036355,0.02281874,0.14928519,0.04388920,1.27489531,0.10085075,3.43914758,6.84752166,0.53576465,0.00397007,1,0.00000000,0.00009361,2.29720928,42.51089666,10.68556038,1.02698471,17.67923368,0.05797819,38.27511549,MS,1.95440110,48.00830067,0.02508214,1.26231682,0.00328737,30.30535758,0.21419893,15.955898049739146,0.00513414,0.03515945,0.01680433,1.09485931,0.89467700,18.172636617685594,0.00354840,0.00328737,2.39690161,19.44556549,1136.00000000,3.61670533,0.88974293,16.37152888489385,13.420821607912744,0.63498085,3.93657880
0.05689255,0.11329285,0.09069531,15.320126424704695,0.02285704,0.14947323,0.04386198,1.27935786,0.10075453,3.43997672,6.84220174,0.52612025,0.00397229,1,0.00000000,0.00007706,2.23378749,42.37908113,10.66936691,1.03233144,17.63867167,0.05805568,38.13137389,MS,1.88976110,47.88870292,0.02492709,1.11512531,0.00328737,30.16815044,0.21404738,15.794840277526365,0.00514184,0.03519864,0.01656521,1.07666035,0.89603171,18.046704659277456,0.00356785,0.00328737,2.40219937,19.30862547,1137.00000000,3.62114827,0.88932820,16.217016692163018,13.218039107050124,0.63506054,3.94253951
0.05683282,0.11322135,0.09062547,15.168769427984897,0.02289455,0.14965760,0.04384720,1.28341423,0.10068002,3.44082479,6.83755550,0.52026635,0.00397480,1,0.00000000,0.00008540,2.20919304,42.26070992,10.65462168,1.03748439,17.59903516,0.05813193,37.99818394,MS,1.85407722,47.78560894,0.02477613,0.99844103,0.00328737,30.03428307,0.21390137,15.637602072741641,0.00514946,0.03523738,0.01632305,1.07580866,0.89726273,17.944867603365662,0.00358656,0.00328737,2.40739773,19.16215602,1138.00000000,3.62517917,0.88923176,16.05450294994566,13.026976326939813,0.63514324,3.94795600
