t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
1039,1,b'T3',NA,False,0.00000000,3.36600000,NA,6,963.03257725,963.03257725,NA,6,NA,reproductive,231.48751970,NA,NA,1118790.14183115
1039,1,b'T4',NA,False,0.00000000,3.36600000,NA,7,963.03257725,963.03257725,NA,5,NA,reproductive,231.48751970,NA,NA,1118790.14183115
1039,1,MS,1.47463774,False,0.00000000,3.36600000,0.00011800,1,963.03257725,963.03257725,0.14280012,11,0.00285702,reproductive,231.48751970,0.27371745,0.54865340,1118790.14183115
1040,1,b'T1',NA,False,0.00000000,2.77700000,NA,4,794.51618153,794.51618153,NA,8,NA,reproductive,231.59786917,NA,NA,1119584.65801268
1040,1,b'T2',NA,False,0.00000000,2.77700000,NA,5,794.51618153,794.51618153,NA,7,NA,reproductive,231.59786917,NA,NA,1119584.65801268
1040,1,b'T3',NA,False,0.00000000,2.77700000,NA,6,794.51618153,794.51618153,NA,6,NA,reproductive,231.59786917,NA,NA,1119584.65801268
1040,1,b'T4',NA,False,0.00000000,2.77700000,NA,7,794.51618153,794.51618153,NA,5,NA,reproductive,231.59786917,NA,NA,1119584.65801268
1040,1,MS,1.35058356,False,0.00000000,2.77700000,0.00011088,1,794.51618153,794.51618153,0.14286382,11,0.00287004,reproductive,231.59786917,0.26614110,0.52675462,1119584.65801268
1041,1,b'T1',NA,False,0.00000000,2.56700000,NA,4,734.43393518,734.43393518,NA,8,NA,reproductive,231.69987388,NA,NA,1120319.09194785
1041,1,b'T2',NA,False,0.00000000,2.56700000,NA,5,734.43393518,734.43393518,NA,7,NA,reproductive,231.69987388,NA,NA,1120319.09194785
1041,1,b'T3',NA,False,0.00000000,2.56700000,NA,6,734.43393518,734.43393518,NA,6,NA,reproductive,231.69987388,NA,NA,1120319.09194785
1041,1,b'T4',NA,False,0.00000000,2.56700000,NA,7,734.43393518,734.43393518,NA,5,NA,reproductive,231.69987388,NA,NA,1120319.09194785
1041,1,MS,1.24221378,False,0.00000000,2.56700000,0.00009773,1,734.43393518,734.43393518,0.14292511,11,0.00288078,reproductive,231.69987388,0.26608075,0.51038012,1120319.09194785
1042,1,b'T1',NA,False,0.00000000,2.40800000,NA,4,688.94309151,688.94309151,NA,8,NA,reproductive,231.79556042,NA,NA,1121008.03503936
1042,1,b'T2',NA,False,0.00000000,2.40800000,NA,5,688.94309151,688.94309151,NA,7,NA,reproductive,231.79556042,NA,NA,1121008.03503936
1042,1,b'T3',NA,False,0.00000000,2.40800000,NA,6,688.94309151,688.94309151,NA,6,NA,reproductive,231.79556042,NA,NA,1121008.03503936
1042,1,b'T4',NA,False,0.00000000,2.40800000,NA,7,688.94309151,688.94309151,NA,5,NA,reproductive,231.79556042,NA,NA,1121008.03503936
1042,1,MS,1.13537285,False,0.00000000,2.40800000,0.00011636,1,688.94309151,688.94309151,0.14298364,11,0.00289071,reproductive,231.79556042,0.26646786,0.50327797,1121008.03503936
1043,1,b'T1',NA,False,0.00000000,2.27200000,NA,4,650.03268435,650.03268435,NA,8,NA,reproductive,231.88584274,NA,NA,1121658.06772371
1043,1,b'T2',NA,False,0.00000000,2.27200000,NA,5,650.03268435,650.03268435,NA,7,NA,reproductive,231.88584274,NA,NA,1121658.06772371
1043,1,b'T3',NA,False,0.00000000,2.27200000,NA,6,650.03268435,650.03268435,NA,6,NA,reproductive,231.88584274,NA,NA,1121658.06772371
1043,1,b'T4',NA,False,0.00000000,2.27200000,NA,7,650.03268435,650.03268435,NA,5,NA,reproductive,231.88584274,NA,NA,1121658.06772371
1043,1,MS,1.02862492,False,0.00000000,2.27200000,0.00010933,1,650.03268435,650.03268435,0.14303965,11,0.00290003,reproductive,231.88584274,0.26672570,0.48989864,1121658.06772371
1044,1,b'T1',NA,False,0.00000000,2.17100000,NA,4,621.13598491,621.13598491,NA,8,NA,reproductive,231.97211163,NA,NA,1122279.20370862
1044,1,b'T2',NA,False,0.00000000,2.17100000,NA,5,621.13598491,621.13598491,NA,7,NA,reproductive,231.97211163,NA,NA,1122279.20370862
1044,1,b'T3',NA,False,0.00000000,2.17100000,NA,6,621.13598491,621.13598491,NA,6,NA,reproductive,231.97211163,NA,NA,1122279.20370862
1044,1,b'T4',NA,False,0.00000000,2.17100000,NA,7,621.13598491,621.13598491,NA,5,NA,reproductive,231.97211163,NA,NA,1122279.20370862
1044,1,MS,0.94217422,False,0.00000000,2.17100000,0.00011015,1,621.13598491,621.13598491,0.14309385,11,0.00290882,reproductive,231.97211163,0.26722290,0.48444027,1122279.20370862
1045,1,b'T1',NA,False,0.00000000,2.08700000,NA,4,597.10308637,597.10308637,NA,8,NA,reproductive,232.05504261,NA,NA,1122876.30679499
1045,1,b'T2',NA,False,0.00000000,2.08700000,NA,5,597.10308637,597.10308637,NA,7,NA,reproductive,232.05504261,NA,NA,1122876.30679499
1045,1,b'T3',NA,False,0.00000000,2.08700000,NA,6,597.10308637,597.10308637,NA,6,NA,reproductive,232.05504261,NA,NA,1122876.30679499
1045,1,b'T4',NA,False,0.00000000,2.08700000,NA,7,597.10308637,597.10308637,NA,5,NA,reproductive,232.05504261,NA,NA,1122876.30679499
1045,1,MS,0.85709623,False,0.00000000,2.08700000,0.00010059,1,597.10308637,597.10308637,0.14314648,11,0.00291722,reproductive,232.05504261,0.26764346,0.47528720,1122876.30679499
1046,1,b'T1',NA,False,0.00000000,2.00600000,NA,4,573.92850563,573.92850563,NA,8,NA,reproductive,232.13475490,NA,NA,1123450.23530063
1046,1,b'T2',NA,False,0.00000000,2.00600000,NA,5,573.92850563,573.92850563,NA,7,NA,reproductive,232.13475490,NA,NA,1123450.23530063
1046,1,b'T3',NA,False,0.00000000,2.00600000,NA,6,573.92850563,573.92850563,NA,6,NA,reproductive,232.13475490,NA,NA,1123450.23530063
1046,1,b'T4',NA,False,0.00000000,2.00600000,NA,7,573.92850563,573.92850563,NA,5,NA,reproductive,232.13475490,NA,NA,1123450.23530063
1046,1,MS,0.77535589,False,0.00000000,2.00600000,0.00009725,1,573.92850563,573.92850563,0.14319743,11,0.00292529,reproductive,232.13475490,0.26773042,0.45886528,1123450.23530063
1047,1,b'T1',NA,False,0.00000000,1.89900000,NA,4,543.31517059,543.31517059,NA,8,NA,reproductive,232.21021534,NA,NA,1123993.55047122
1047,1,b'T2',NA,False,0.00000000,1.89900000,NA,5,543.31517059,543.31517059,NA,7,NA,reproductive,232.21021534,NA,NA,1123993.55047122
1047,1,b'T3',NA,False,0.00000000,1.89900000,NA,6,543.31517059,543.31517059,NA,6,NA,reproductive,232.21021534,NA,NA,1123993.55047122
1047,1,b'T4',NA,False,0.00000000,1.89900000,NA,7,543.31517059,543.31517059,NA,5,NA,reproductive,232.21021534,NA,NA,1123993.55047122
1047,1,MS,0.70122875,False,0.00000000,1.89900000,0.00007947,1,543.31517059,543.31517059,0.14324583,11,0.00293305,reproductive,232.21021534,0.26685352,0.43630907,1123993.55047122
1048,1,b'T1',NA,False,0.00000000,1.75600000,NA,4,502.40202188,502.40202188,NA,8,NA,reproductive,232.27999340,NA,NA,1124495.95249310
1048,1,b'T2',NA,False,0.00000000,1.75600000,NA,5,502.40202188,502.40202188,NA,7,NA,reproductive,232.27999340,NA,NA,1124495.95249310
1048,1,b'T3',NA,False,0.00000000,1.75600000,NA,6,502.40202188,502.40202188,NA,6,NA,reproductive,232.27999340,NA,NA,1124495.95249310
1048,1,b'T4',NA,False,0.00000000,1.75600000,NA,7,502.40202188,502.40202188,NA,5,NA,reproductive,232.27999340,NA,NA,1124495.95249310
1048,1,MS,0.63353979,False,0.00000000,1.75600000,0.00006429,1,502.40202188,502.40202188,0.14329062,11,0.00294040,reproductive,232.27999340,0.26500353,0.41504514,1124495.95249310
1049,1,b'T1',NA,False,0.00000000,1.61500000,NA,4,462.06108504,462.06108504,NA,8,NA,reproductive,232.34416855,NA,NA,1124958.01357814
1049,1,b'T2',NA,False,0.00000000,1.61500000,NA,5,462.06108504,462.06108504,NA,7,NA,reproductive,232.34416855,NA,NA,1124958.01357814
1049,1,b'T3',NA,False,0.00000000,1.61500000,NA,6,462.06108504,462.06108504,NA,6,NA,reproductive,232.34416855,NA,NA,1124958.01357814
1049,1,b'T4',NA,False,0.00000000,1.61500000,NA,7,462.06108504,462.06108504,NA,5,NA,reproductive,232.34416855,NA,NA,1124958.01357814
1049,1,MS,0.59076636,False,0.00000000,1.61500000,0.00005474,1,462.06108504,462.06108504,0.14333194,11,0.00294719,reproductive,232.34416855,0.26302881,0.41872854,1124958.01357814
1050,1,b'T1',NA,False,0.00000000,1.48500000,NA,4,424.86731349,424.86731349,NA,8,NA,reproductive,232.40317790,NA,NA,1125382.88089163
1050,1,b'T2',NA,False,0.00000000,1.48500000,NA,5,424.86731349,424.86731349,NA,7,NA,reproductive,232.40317790,NA,NA,1125382.88089163
1050,1,b'T3',NA,False,0.00000000,1.48500000,NA,6,424.86731349,424.86731349,NA,6,NA,reproductive,232.40317790,NA,NA,1125382.88089163
1050,1,b'T4',NA,False,0.00000000,1.48500000,NA,7,424.86731349,424.86731349,NA,5,NA,reproductive,232.40317790,NA,NA,1125382.88089163
1050,1,MS,0.54052898,False,0.00000000,1.48500000,0.00004579,1,424.86731349,424.86731349,0.14337006,11,0.00295344,reproductive,232.40317790,0.26117061,0.40464981,1125382.88089163
1051,1,b'T1',NA,False,0.00000000,1.35400000,NA,4,387.38743601,387.38743601,NA,8,NA,reproductive,232.45698171,NA,NA,1125770.26832764
1051,1,b'T2',NA,False,0.00000000,1.35400000,NA,5,387.38743601,387.38743601,NA,7,NA,reproductive,232.45698171,NA,NA,1125770.26832764
1051,1,b'T3',NA,False,0.00000000,1.35400000,NA,6,387.38743601,387.38743601,NA,6,NA,reproductive,232.45698171,NA,NA,1125770.26832764
1051,1,b'T4',NA,False,0.00000000,1.35400000,NA,7,387.38743601,387.38743601,NA,5,NA,reproductive,232.45698171,NA,NA,1125770.26832764
1051,1,MS,0.49715813,False,0.00000000,1.35400000,0.00004792,1,387.38743601,387.38743601,0.14340486,11,0.00295918,reproductive,232.45698171,0.25917835,0.39284398,1125770.26832764
1052,1,b'T1',NA,False,0.00000000,1.23700000,NA,4,353.91304161,353.91304161,NA,8,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1052,1,b'T2',NA,False,0.00000000,1.23700000,NA,5,353.91304161,353.91304161,NA,7,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1052,1,b'T3',NA,False,0.00000000,1.23700000,NA,6,353.91304161,353.91304161,NA,6,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1052,1,b'T4',NA,False,0.00000000,1.23700000,NA,7,353.91304161,353.91304161,NA,5,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1052,1,MS,0.47236161,False,0.00000000,1.23700000,0.00009914,1,353.91304161,353.91304161,0.14343674,11,0.00296442,reproductive,232.50613630,0.25733290,1.14560079,1126124.18136925
1053,1,b'T1',NA,False,0.00000000,0.00000000,NA,4,0.00000000,0.00000000,NA,8,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1053,1,b'T2',NA,False,0.00000000,0.00000000,NA,5,0.00000000,0.00000000,NA,7,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1053,1,b'T3',NA,False,0.00000000,0.00000000,NA,6,0.00000000,0.00000000,NA,6,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1053,1,b'T4',NA,False,0.00000000,0.00000000,NA,7,0.00000000,0.00000000,NA,5,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1053,1,MS,0.54416342,False,0.00000000,0.00000000,0.00115456,1,0.00000000,0.00000000,0.14343204,11,0.00296921,reproductive,232.50613630,0.23380036,1.33397139,1126124.18136925
1054,1,b'T1',NA,False,0.00000000,0.00000000,NA,4,0.00000000,0.00000000,NA,8,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1054,1,b'T2',NA,False,0.00000000,0.00000000,NA,5,0.00000000,0.00000000,NA,7,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1054,1,b'T3',NA,False,0.00000000,0.00000000,NA,6,0.00000000,0.00000000,NA,6,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1054,1,b'T4',NA,False,0.00000000,0.00000000,NA,7,0.00000000,0.00000000,NA,5,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1054,1,MS,0.75550023,False,0.00000000,0.00000000,0.00271378,1,0.00000000,0.00000000,0.14343204,11,0.00296921,reproductive,232.50613630,0.23515505,2.46860550,1126124.18136925
1055,1,b'T1',NA,False,0.00000000,0.00000000,NA,4,0.00000000,0.00000000,NA,8,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1055,1,b'T2',NA,False,0.00000000,0.00000000,NA,5,0.00000000,0.00000000,NA,7,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1055,1,b'T3',NA,False,0.00000000,0.00000000,NA,6,0.00000000,0.00000000,NA,6,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1055,1,b'T4',NA,False,0.00000000,0.00000000,NA,7,0.00000000,0.00000000,NA,5,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1055,1,MS,1.15153322,False,0.00000000,0.00000000,0.00391141,1,0.00000000,0.00000000,0.14343204,11,0.00296921,reproductive,232.50613630,0.23709767,3.33487024,1126124.18136925
1056,1,b'T1',NA,False,0.00000000,0.00000000,NA,4,0.00000000,0.00000000,NA,8,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1056,1,b'T2',NA,False,0.00000000,0.00000000,NA,5,0.00000000,0.00000000,NA,7,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1056,1,b'T3',NA,False,0.00000000,0.00000000,NA,6,0.00000000,0.00000000,NA,6,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1056,1,b'T4',NA,False,0.00000000,0.00000000,NA,7,0.00000000,0.00000000,NA,5,NA,reproductive,232.50613630,NA,NA,1126124.18136925
1056,1,MS,1.70201907,False,0.00000000,0.00000000,0.00382569,1,0.00000000,0.00000000,0.14343204,11,0.00296921,reproductive,232.50613630,0.24124005,3.23674098,1126124.18136925
1057,1,b'T1',NA,False,0.00000000,1.08500000,NA,4,310.42493949,310.42493949,NA,8,NA,reproductive,232.54925088,NA,NA,1126434.60630874
1057,1,b'T2',NA,False,0.00000000,1.08500000,NA,5,310.42493949,310.42493949,NA,7,NA,reproductive,232.54925088,NA,NA,1126434.60630874
1057,1,b'T3',NA,False,0.00000000,1.08500000,NA,6,310.42493949,310.42493949,NA,6,NA,reproductive,232.54925088,NA,NA,1126434.60630874
1057,1,b'T4',NA,False,0.00000000,1.08500000,NA,7,310.42493949,310.42493949,NA,5,NA,reproductive,232.54925088,NA,NA,1126434.60630874
1057,1,MS,2.36437629,False,0.00000000,1.08500000,0.00360105,1,310.42493949,310.42493949,0.14346681,11,0.00296921,reproductive,232.54925088,0.27125956,3.06436892,1126434.60630874
1058,1,b'T1',NA,False,0.00000000,2.48300000,NA,4,710.40103664,710.40103664,NA,8,NA,reproductive,232.64791769,NA,NA,1127145.00734537
1058,1,b'T2',NA,False,0.00000000,2.48300000,NA,5,710.40103664,710.40103664,NA,7,NA,reproductive,232.64791769,NA,NA,1127145.00734537
1058,1,b'T3',NA,False,0.00000000,2.48300000,NA,6,710.40103664,710.40103664,NA,6,NA,reproductive,232.64791769,NA,NA,1127145.00734537
1058,1,b'T4',NA,False,0.00000000,2.48300000,NA,7,710.40103664,710.40103664,NA,5,NA,reproductive,232.64791769,NA,NA,1127145.00734537
1058,1,MS,2.98850369,False,0.00000000,2.48300000,0.00314391,1,710.40103664,710.40103664,0.14354458,11,0.00297340,reproductive,232.64791769,0.31481221,2.73929137,1127145.00734537
1059,1,b'T1',NA,False,0.00000000,2.99100000,NA,4,855.74285162,855.74285162,NA,8,NA,reproductive,232.76677086,NA,NA,1128000.75019700
1059,1,b'T2',NA,False,0.00000000,2.99100000,NA,5,855.74285162,855.74285162,NA,7,NA,reproductive,232.76677086,NA,NA,1128000.75019700
1059,1,b'T3',NA,False,0.00000000,2.99100000,NA,6,855.74285162,855.74285162,NA,6,NA,reproductive,232.76677086,NA,NA,1128000.75019700
1059,1,b'T4',NA,False,0.00000000,2.99100000,NA,7,855.74285162,855.74285162,NA,5,NA,reproductive,232.76677086,NA,NA,1128000.75019700
1059,1,MS,3.50944349,False,0.00000000,2.99100000,0.00230839,1,855.74285162,855.74285162,0.14363671,11,0.00298301,reproductive,232.76677086,0.34070653,2.17116602,1128000.75019700
1060,1,b'T1',NA,False,0.00000000,2.79900000,NA,4,800.81051210,800.81051210,NA,8,NA,reproductive,232.87799454,NA,NA,1128801.56070910
1060,1,b'T2',NA,False,0.00000000,2.79900000,NA,5,800.81051210,800.81051210,NA,7,NA,reproductive,232.87799454,NA,NA,1128801.56070910
1060,1,b'T3',NA,False,0.00000000,2.79900000,NA,6,800.81051210,800.81051210,NA,6,NA,reproductive,232.87799454,NA,NA,1128801.56070910
1060,1,b'T4',NA,False,0.00000000,2.79900000,NA,7,800.81051210,800.81051210,NA,5,NA,reproductive,232.87799454,NA,NA,1128801.56070910
1060,1,MS,3.67140415,False,0.00000000,2.79900000,0.00115410,1,800.81051210,800.81051210,0.14372320,11,0.00299458,reproductive,232.87799454,0.34808068,1.39022848,1128801.56070910
1061,1,b'T1',NA,False,0.00000000,2.21200000,NA,4,632.86632825,632.86632825,NA,8,NA,reproductive,232.96589264,NA,NA,1129434.42703734
1061,1,b'T2',NA,False,0.00000000,2.21200000,NA,5,632.86632825,632.86632825,NA,7,NA,reproductive,232.96589264,NA,NA,1129434.42703734
1061,1,b'T3',NA,False,0.00000000,2.21200000,NA,6,632.86632825,632.86632825,NA,6,NA,reproductive,232.96589264,NA,NA,1129434.42703734
1061,1,b'T4',NA,False,0.00000000,2.21200000,NA,7,632.86632825,632.86632825,NA,5,NA,reproductive,232.96589264,NA,NA,1129434.42703734
1061,1,MS,3.50304177,False,0.00000000,2.21200000,0.00029977,1,632.86632825,632.86632825,0.14379192,11,0.00300541,reproductive,232.96589264,0.34362999,0.82166224,1129434.42703734
1062,1,b'T1',NA,False,0.00000000,1.81100000,NA,4,518.13784831,518.13784831,NA,8,NA,reproductive,233.03785623,NA,NA,1129952.56488565
1062,1,b'T2',NA,False,0.00000000,1.81100000,NA,5,518.13784831,518.13784831,NA,7,NA,reproductive,233.03785623,NA,NA,1129952.56488565
1062,1,b'T3',NA,False,0.00000000,1.81100000,NA,6,518.13784831,518.13784831,NA,6,NA,reproductive,233.03785623,NA,NA,1129952.56488565
1062,1,b'T4',NA,False,0.00000000,1.81100000,NA,7,518.13784831,518.13784831,NA,5,NA,reproductive,233.03785623,NA,NA,1129952.56488565
1062,1,MS,3.11383929,False,0.00000000,1.81100000,0.00013363,1,518.13784831,518.13784831,0.14384466,11,0.00301397,reproductive,233.03785623,0.34248332,0.62622732,1129952.56488565
1063,1,b'T1',NA,False,0.00000000,1.62700000,NA,4,465.49435626,465.49435626,NA,8,NA,reproductive,233.10250823,NA,NA,1130418.05924191
1063,1,b'T2',NA,False,0.00000000,1.62700000,NA,5,465.49435626,465.49435626,NA,7,NA,reproductive,233.10250823,NA,NA,1130418.05924191
1063,1,b'T3',NA,False,0.00000000,1.62700000,NA,6,465.49435626,465.49435626,NA,6,NA,reproductive,233.10250823,NA,NA,1130418.05924191
1063,1,b'T4',NA,False,0.00000000,1.62700000,NA,7,465.49435626,465.49435626,NA,5,NA,reproductive,233.10250823,NA,NA,1130418.05924191
1063,1,MS,2.67539082,False,0.00000000,1.62700000,0.00011454,1,465.49435626,465.49435626,0.14389839,11,0.00302097,reproductive,233.10250823,0.34593162,0.59156885,1130418.05924191
1064,1,b'T1',NA,False,0.00000000,1.50700000,NA,4,431.16164406,431.16164406,NA,8,NA,reproductive,233.16239179,NA,NA,1130849.22088598
1064,1,b'T2',NA,False,0.00000000,1.50700000,NA,5,431.16164406,431.16164406,NA,7,NA,reproductive,233.16239179,NA,NA,1130849.22088598
1064,1,b'T3',NA,False,0.00000000,1.50700000,NA,6,431.16164406,431.16164406,NA,6,NA,reproductive,233.16239179,NA,NA,1130849.22088598
1064,1,b'T4',NA,False,0.00000000,1.50700000,NA,7,431.16164406,431.16164406,NA,5,NA,reproductive,233.16239179,NA,NA,1130849.22088598
1064,1,MS,2.36484084,False,0.00000000,1.50700000,0.00011782,1,431.16164406,431.16164406,0.14394905,11,0.00302727,reproductive,233.16239179,0.34919960,0.59885106,1130849.22088598
1065,1,b'T1',NA,False,0.00000000,1.38500000,NA,4,396.25671999,396.25671999,NA,8,NA,reproductive,233.21742745,NA,NA,1131245.47760597
1065,1,b'T2',NA,False,0.00000000,1.38500000,NA,5,396.25671999,396.25671999,NA,7,NA,reproductive,233.21742745,NA,NA,1131245.47760597
1065,1,b'T3',NA,False,0.00000000,1.38500000,NA,6,396.25671999,396.25671999,NA,6,NA,reproductive,233.21742745,NA,NA,1131245.47760597
1065,1,b'T4',NA,False,0.00000000,1.38500000,NA,7,396.25671999,396.25671999,NA,5,NA,reproductive,233.21742745,NA,NA,1131245.47760597
1065,1,MS,2.02445573,False,0.00000000,1.38500000,0.00010910,1,396.25671999,396.25671999,0.14399607,11,0.00303310,reproductive,233.21742745,0.35124249,0.57505295,1131245.47760597
1066,1,b'T1',NA,False,0.00000000,1.24900000,NA,4,357.34631283,357.34631283,NA,8,NA,reproductive,233.26705888,NA,NA,1131602.82391880
1066,1,b'T2',NA,False,0.00000000,1.24900000,NA,5,357.34631283,357.34631283,NA,7,NA,reproductive,233.26705888,NA,NA,1131602.82391880
1066,1,b'T3',NA,False,0.00000000,1.24900000,NA,6,357.34631283,357.34631283,NA,6,NA,reproductive,233.26705888,NA,NA,1131602.82391880
1066,1,b'T4',NA,False,0.00000000,1.24900000,NA,7,357.34631283,357.34631283,NA,5,NA,reproductive,233.26705888,NA,NA,1131602.82391880
1066,1,MS,1.76150883,False,0.00000000,1.24900000,0.00009743,1,357.34631283,357.34631283,0.14403873,11,0.00303845,reproductive,233.26705888,0.35177386,0.57168564,1131602.82391880
1067,1,b'T1',NA,False,0.00000000,1.12300000,NA,4,321.29696502,321.29696502,NA,8,NA,reproductive,233.31168346,NA,NA,1131924.12088382
1067,1,b'T2',NA,False,0.00000000,1.12300000,NA,5,321.29696502,321.29696502,NA,7,NA,reproductive,233.31168346,NA,NA,1131924.12088382
1067,1,b'T3',NA,False,0.00000000,1.12300000,NA,6,321.29696502,321.29696502,NA,6,NA,reproductive,233.31168346,NA,NA,1131924.12088382
1067,1,b'T4',NA,False,0.00000000,1.12300000,NA,7,321.29696502,321.29696502,NA,5,NA,reproductive,233.31168346,NA,NA,1131924.12088382
1067,1,MS,1.50852745,False,0.00000000,1.12300000,0.00009627,1,321.29696502,321.29696502,0.14407734,11,0.00304329,reproductive,233.31168346,0.35171363,0.54609702,1131924.12088382
1068,1,b'T1',NA,False,0.00000000,1.00600000,NA,4,287.82257062,287.82257062,NA,8,NA,reproductive,233.35165881,NA,NA,1132211.94345444
1068,1,b'T2',NA,False,0.00000000,1.00600000,NA,5,287.82257062,287.82257062,NA,7,NA,reproductive,233.35165881,NA,NA,1132211.94345444
1068,1,b'T3',NA,False,0.00000000,1.00600000,NA,6,287.82257062,287.82257062,NA,6,NA,reproductive,233.35165881,NA,NA,1132211.94345444
1068,1,b'T4',NA,False,0.00000000,1.00600000,NA,7,287.82257062,287.82257062,NA,5,NA,reproductive,233.35165881,NA,NA,1132211.94345444
1068,1,MS,1.30357657,False,0.00000000,1.00600000,0.00008917,1,287.82257062,287.82257062,0.14411208,11,0.00304763,reproductive,233.35165881,0.35118180,0.53122748,1132211.94345444
1069,1,b'T1',NA,False,0.00000000,0.89600000,NA,4,256.35091777,256.35091777,NA,8,NA,reproductive,233.38726311,NA,NA,1132468.29437221
1069,1,b'T2',NA,False,0.00000000,0.89600000,NA,5,256.35091777,256.35091777,NA,7,NA,reproductive,233.38726311,NA,NA,1132468.29437221
1069,1,b'T3',NA,False,0.00000000,0.89600000,NA,6,256.35091777,256.35091777,NA,6,NA,reproductive,233.38726311,NA,NA,1132468.29437221
1069,1,b'T4',NA,False,0.00000000,0.89600000,NA,7,256.35091777,256.35091777,NA,5,NA,reproductive,233.38726311,NA,NA,1132468.29437221
1069,1,MS,1.14460157,False,0.00000000,0.89600000,0.00008107,1,256.35091777,256.35091777,0.14414314,11,0.00305152,reproductive,233.38726311,0.35031498,0.52852003,1132468.29437221
1070,1,b'T1',NA,False,0.00000000,0.78800000,NA,4,225.45147679,225.45147679,NA,8,NA,reproductive,233.41857581,NA,NA,1132693.74584900
1070,1,b'T2',NA,False,0.00000000,0.78800000,NA,5,225.45147679,225.45147679,NA,7,NA,reproductive,233.41857581,NA,NA,1132693.74584900
1070,1,b'T3',NA,False,0.00000000,0.78800000,NA,6,225.45147679,225.45147679,NA,6,NA,reproductive,233.41857581,NA,NA,1132693.74584900
1070,1,b'T4',NA,False,0.00000000,0.78800000,NA,7,225.45147679,225.45147679,NA,5,NA,reproductive,233.41857581,NA,NA,1132693.74584900
1070,1,MS,1.00467541,False,0.00000000,0.78800000,0.00008048,1,225.45147679,225.45147679,0.14417050,11,0.00305499,reproductive,233.41857581,0.34909413,0.52294107,1132693.74584900
1071,1,b'T1',NA,False,0.00000000,0.70000000,NA,4,200.27415451,200.27415451,NA,8,NA,reproductive,233.44639167,NA,NA,1132894.02000351
1071,1,b'T2',NA,False,0.00000000,0.70000000,NA,5,200.27415451,200.27415451,NA,7,NA,reproductive,233.44639167,NA,NA,1132894.02000351
1071,1,b'T3',NA,False,0.00000000,0.70000000,NA,6,200.27415451,200.27415451,NA,6,NA,reproductive,233.44639167,NA,NA,1132894.02000351
1071,1,b'T4',NA,False,0.00000000,0.70000000,NA,7,200.27415451,200.27415451,NA,5,NA,reproductive,233.44639167,NA,NA,1132894.02000351
1071,1,MS,0.88443835,False,0.00000000,0.70000000,0.00007191,1,200.27415451,200.27415451,0.14419491,11,0.00305804,reproductive,233.44639167,0.34809217,0.51791952,1132894.02000351
1072,1,b'T1',NA,False,0.00000000,0.61500000,NA,4,175.95515003,175.95515003,NA,8,NA,reproductive,233.47082988,NA,NA,1133069.97515354
1072,1,b'T2',NA,False,0.00000000,0.61500000,NA,5,175.95515003,175.95515003,NA,7,NA,reproductive,233.47082988,NA,NA,1133069.97515354
1072,1,b'T3',NA,False,0.00000000,0.61500000,NA,6,175.95515003,175.95515003,NA,6,NA,reproductive,233.47082988,NA,NA,1133069.97515354
1072,1,b'T4',NA,False,0.00000000,0.61500000,NA,7,175.95515003,175.95515003,NA,5,NA,reproductive,233.47082988,NA,NA,1133069.97515354
1072,1,MS,0.77746430,False,0.00000000,0.61500000,0.00006251,1,175.95515003,175.95515003,0.14421637,11,0.00306074,reproductive,233.47082988,0.34688134,0.50766403,1133069.97515354
1073,1,b'T1',NA,False,0.00000000,0.53300000,NA,4,152.49446336,152.49446336,NA,8,NA,reproductive,233.49200967,NA,NA,1133222.46961690
1073,1,b'T2',NA,False,0.00000000,0.53300000,NA,5,152.49446336,152.49446336,NA,7,NA,reproductive,233.49200967,NA,NA,1133222.46961690
1073,1,b'T3',NA,False,0.00000000,0.53300000,NA,6,152.49446336,152.49446336,NA,6,NA,reproductive,233.49200967,NA,NA,1133222.46961690
1073,1,b'T4',NA,False,0.00000000,0.53300000,NA,7,152.49446336,152.49446336,NA,5,NA,reproductive,233.49200967,NA,NA,1133222.46961690
1073,1,MS,0.70336506,False,0.00000000,0.53300000,0.00007878,1,152.49446336,152.49446336,0.14423498,11,0.00306312,reproductive,233.49200967,0.34555847,0.52815258,1133222.46961690
