t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
707,1,MS,397656.33252117,5.58000000,0.00230592,397656.33252117,1
708,1,MS,397558.53021803,5.52600000,0.00229535,397558.53021803,1
709,1,MS,397461.85149724,5.47500000,0.00228540,397461.85149724,1
710,1,MS,397366.04800758,5.46300000,0.00228306,397366.04800758,1
711,1,MS,397270.67856301,5.51500000,0.00229320,397270.67856301,1
712,1,MS,397174.78692830,5.69700000,0.00232899,397174.78692830,1
713,1,MS,397077.82608226,5.96000000,0.00238161,397077.82608226,1
714,1,MS,396979.69310167,6.24700000,0.00244027,396979.69310167,1
715,1,MS,396881.08873834,6.45500000,0.00248361,396881.08873834,1
716,1,MS,396783.57559587,6.47400000,0.00248760,396783.57559587,1
717,1,MS,396688.30100778,6.33400000,0.00245831,396688.30100778,1
718,1,MS,396593.94360183,6.32700000,0.00245686,396593.94360183,1
719,1,MS,396498.98478925,6.46800000,0.00248634,396498.98478925,1
720,1,MS,396402.11029004,6.70400000,0.00253641,396402.11029004,1
721,1,MS,396302.07947196,7.05400000,0.00261237,396302.07947196,1
722,1,MS,396201.13059542,7.16000000,0.00263578,396201.13059542,1
723,1,MS,396100.31599850,7.14500000,0.00263245,396100.31599850,1
724,1,MS,395999.81817796,7.12500000,0.00262803,395999.81817796,1
725,1,MS,395900.00210869,7.09000000,0.00262030,395900.00210869,1
726,1,MS,395801.33354491,7.02300000,0.00260556,395801.33354491,1
727,1,MS,395704.43859753,6.89300000,0.00257717,395704.43859753,1
728,1,MS,395609.43740655,6.75700000,0.00254778,395609.43740655,1
729,1,MS,395515.69415347,6.71000000,0.00253769,395515.69415347,1
730,1,MS,395422.76922085,6.73400000,0.00254284,395422.76922085,1
731,1,MS,395330.59408529,6.78200000,0.00255316,395330.59408529,1
732,1,MS,395239.74215064,6.77200000,0.00255101,395239.74215064,1
733,1,MS,395151.37872747,6.60700000,0.00251572,395151.37872747,1
734,1,MS,395065.48622883,6.43400000,0.00247920,395065.48622883,1
735,1,MS,394982.14811191,6.23400000,0.00243758,394982.14811191,1
736,1,MS,394901.48710212,5.99900000,0.00238950,394901.48710212,1
737,1,MS,394822.99603653,5.82800000,0.00235506,394822.99603653,1
738,1,MS,394746.35272470,5.70200000,0.00232998,394746.35272470,1
739,1,MS,394671.70119241,5.54800000,0.00229965,394671.70119241,1
740,1,MS,394598.87614875,5.41200000,0.00227317,394598.87614875,1
741,1,MS,394527.65799442,5.30200000,0.00225195,394527.65799442,1
742,1,MS,394457.21056348,5.31400000,0.00225425,394457.21056348,1
743,1,MS,394386.48935959,5.46200000,0.00228287,394386.48935959,1
744,1,MS,394314.57478341,5.71500000,0.00233255,394314.57478341,1
745,1,MS,394240.73979798,6.01200000,0.00239214,394240.73979798,1
746,1,MS,394163.88090375,6.38300000,0.00246853,394163.88090375,1
747,1,MS,394084.46326388,6.65400000,0.00252573,394084.46326388,1
748,1,MS,394003.98540678,6.70400000,0.00253641,394003.98540678,1
749,1,MS,393924.31844302,6.52400000,0.00249814,393924.31844302,1
750,1,MS,393847.05565161,6.11600000,0.00241333,393847.05565161,1
751,1,MS,393770.70724938,5.96300000,0.00238221,393770.70724938,1
752,1,MS,393697.14711380,5.53300000,0.00229671,393697.14711380,1
753,1,MS,393627.54304103,4.89600000,0.00217520,393627.54304103,1
754,1,MS,393561.63235775,4.27000000,0.00206155,393561.63235775,1
755,1,MS,393498.79036577,3.72500000,0.00196705,393498.79036577,1
756,1,MS,393438.29209249,3.29600000,0.00189547,393438.29209249,1
757,1,MS,393379.77818302,2.92600000,0.00183567,393379.77818302,1
758,1,MS,393322.72538948,2.65800000,0.00179343,393322.72538948,1
759,1,MS,393266.68493947,2.47500000,0.00176510,393266.68493947,1
760,1,MS,393211.51570462,2.32300000,0.00174189,393211.51570462,1
761,1,MS,393157.08126938,2.20300000,0.00172376,393157.08126938,1
762,1,MS,393103.29742361,2.10700000,0.00170938,393103.29742361,1
763,1,MS,393050.18755489,2.00600000,0.00169437,393050.18755489,1
764,1,MS,392997.71584567,1.91300000,0.00168065,392997.71584567,1
765,1,MS,392945.64522994,1.83200000,0.00166879,392945.64522994,1
766,1,MS,392893.29007750,1.78900000,0.00166253,392893.29007750,1
767,1,MS,392838.77888769,1.98900000,0.00169185,392838.77888769,1
768,1,MS,392777.59591125,2.90600000,0.00183248,392777.59591125,1
769,1,MS,392706.34641612,4.18800000,0.00204707,392706.34641612,1
770,1,MS,392626.17120889,5.08800000,0.00221119,392626.17120889,1
771,1,MS,392540.54601812,5.41000000,0.00227278,392540.54601812,1
772,1,MS,392453.66507327,5.22200000,0.00223663,392453.66507327,1
773,1,MS,392367.82800656,4.83800000,0.00216444,392367.82800656,1
774,1,MS,392282.75827475,4.55100000,0.00211187,392282.75827475,1
775,1,MS,392198.34260361,4.33700000,0.00207344,392198.34260361,1
776,1,MS,392114.73749603,4.14000000,0.00203864,392114.73749603,1
777,1,MS,392030.82200470,4.12600000,0.00203618,392030.82200470,1
778,1,MS,391946.37846288,4.17800000,0.00204531,391946.37846288,1
779,1,MS,391861.22515300,4.28000000,0.00206332,391861.22515300,1
780,1,MS,391775.48245878,4.38600000,0.00208219,391775.48245878,1
781,1,MS,391689.64762017,4.44500000,0.00209276,391689.64762017,1
782,1,MS,391603.89230844,4.50200000,0.00210302,391603.89230844,1
783,1,MS,391518.46334854,4.53500000,0.00210898,391518.46334854,1
784,1,MS,391433.10316634,4.61400000,0.00212331,391433.10316634,1
785,1,MS,391348.62737853,4.59100000,0.00211913,391348.62737853,1
786,1,MS,391265.29468500,4.53700000,0.00210934,391265.29468500,1
787,1,MS,391183.10732154,4.48600000,0.00210013,391183.10732154,1
788,1,MS,391101.55865181,4.50900000,0.00210428,391101.55865181,1
789,1,MS,391019.42225108,4.69400000,0.00213792,391019.42225108,1
790,1,MS,390935.47576137,5.02200000,0.00219876,390935.47576137,1
791,1,MS,390849.12337082,5.37900000,0.00226678,390849.12337082,1
792,1,MS,390758.63624212,5.87300000,0.00236408,390758.63624212,1
793,1,MS,390664.18843637,6.24700000,0.00244027,390664.18843637,1
794,1,MS,390565.63245986,6.56300000,0.00250638,390565.63245986,1
795,1,MS,390464.81306711,6.65300000,0.00252551,390464.81306711,1
796,1,MS,390363.32426592,6.59400000,0.00251296,390363.32426592,1
797,1,MS,390261.99973781,6.48400000,0.00248970,390261.99973781,1
798,1,MS,390161.27563866,6.36800000,0.00246540,390161.27563866,1
799,1,MS,390060.67157088,6.34400000,0.00246039,390060.67157088,1
800,1,MS,389960.40389775,6.32300000,0.00245602,389960.40389775,1
801,1,MS,389860.60281376,6.31400000,0.00245415,389860.60281376,1
802,1,MS,389761.23069605,6.33100000,0.00245769,389761.23069605,1
803,1,MS,389662.64328819,6.32400000,0.00245623,389662.64328819,1
804,1,MS,389565.04700422,6.31000000,0.00245332,389565.04700422,1
805,1,MS,389468.64611062,6.28800000,0.00244876,389468.64611062,1
806,1,MS,389373.21897795,6.30500000,0.00245228,389373.21897795,1
807,1,MS,389278.44901874,6.37600000,0.00246706,389278.44901874,1
808,1,MS,389183.81619680,6.52700000,0.00249877,389183.81619680,1
809,1,MS,389089.25873841,6.70000000,0.00253555,389089.25873841,1
810,1,MS,388995.81876101,6.75000000,0.00254628,388995.81876101,1
811,1,MS,388904.29698993,6.68900000,0.00253320,388904.29698993,1
812,1,MS,388815.37714130,6.51800000,0.00249687,388815.37714130,1
813,1,MS,388729.08029210,6.30100000,0.00245145,388729.08029210,1
814,1,MS,388643.42804688,6.29400000,0.00245000,388643.42804688,1
815,1,MS,388556.67817464,6.45200000,0.00248298,388556.67817464,1
816,1,MS,388467.24373437,6.77100000,0.00255079,388467.24373437,1
817,1,MS,388375.40785522,6.99800000,0.00260008,388375.40785522,1
818,1,MS,388279.83436378,7.32500000,0.00267260,388279.83436378,1
819,1,MS,388180.51534413,7.62000000,0.00273961,388180.51534413,1
820,1,MS,388080.57467461,7.57500000,0.00272929,388080.57467461,1
821,1,MS,387981.79190309,7.34000000,0.00267597,387981.79190309,1
822,1,MS,387884.23595799,7.14500000,0.00263245,387884.23595799,1
823,1,MS,387787.43305844,7.05000000,0.00261149,387787.43305844,1
824,1,MS,387691.17963579,7.02000000,0.00260490,387691.17963579,1
825,1,MS,387595.41436609,7.02500000,0.00260600,387595.41436609,1
826,1,MS,387500.25209170,7.04000000,0.00260929,387500.25209170,1
827,1,MS,387406.25809813,7.00700000,0.00260205,387406.25809813,1
828,1,MS,387313.59117487,6.97400000,0.00259482,387313.59117487,1
829,1,MS,387222.29261385,6.95600000,0.00259089,387222.29261385,1
830,1,MS,387132.34550000,6.95000000,0.00258958,387132.34550000,1
831,1,MS,387044.20078899,6.88900000,0.00257630,387044.20078899,1
832,1,MS,386958.79326703,6.69600000,0.00253470,386958.79326703,1
833,1,MS,386876.27650547,6.47200000,0.00248718,386876.27650547,1
834,1,MS,386795.49500486,6.40600000,0.00247333,386795.49500486,1
835,1,MS,386715.87310353,6.43100000,0.00247857,386715.87310353,1
836,1,MS,386637.81795732,6.39800000,0.00247166,386637.81795732,1
837,1,MS,386562.06883624,6.22500000,0.00243573,386562.06883624,1
838,1,MS,386486.41661392,6.37400000,0.00246665,386486.41661392,1
839,1,MS,386409.82727524,6.65900000,0.00252679,386409.82727524,1
840,1,MS,386331.06721080,7.04700000,0.00261083,386331.06721080,1
841,1,MS,386245.80114175,7.94000000,0.00281402,386245.80114175,1
842,1,MS,386153.08961761,8.82000000,0.00302828,386153.08961761,1
843,1,MS,386056.57198888,9.15500000,0.00311368,386056.57198888,1
844,1,MS,385959.70381173,9.03000000,0.00308157,385959.70381173,1
845,1,MS,385865.01475124,8.61000000,0.00297584,385865.01475124,1
846,1,MS,385773.88396916,8.03500000,0.00283647,385773.88396916,1
847,1,MS,385686.69878082,7.43500000,0.00269741,385686.69878082,1
848,1,MS,385602.87434124,6.92200000,0.00258348,385602.87434124,1
849,1,MS,385521.96231675,6.48800000,0.00249055,385521.96231675,1
850,1,MS,385443.97696389,6.06000000,0.00240190,385443.97696389,1
851,1,MS,385368.86255861,5.64300000,0.00231831,385368.86255861,1
852,1,MS,385296.38751568,5.25800000,0.00224351,385296.38751568,1
853,1,MS,385225.33183981,5.07400000,0.00220855,385225.33183981,1
854,1,MS,385154.37927397,5.12500000,0.00221819,385154.37927397,1
855,1,MS,385083.66684719,5.17300000,0.00222730,385083.66684719,1
856,1,MS,385012.43215642,5.36500000,0.00226408,385012.43215642,1
857,1,MS,384940.62629545,5.59000000,0.00230788,384940.62629545,1
858,1,MS,384868.47385573,5.79700000,0.00234887,384868.47385573,1
859,1,MS,384796.38621515,5.95300000,0.00238019,384796.38621515,1
860,1,MS,384724.93490501,6.03200000,0.00239620,384724.93490501,1
861,1,MS,384654.28860656,6.07800000,0.00240557,384654.28860656,1
862,1,MS,384583.51111554,6.25900000,0.00244275,384583.51111554,1
863,1,MS,384511.68421252,6.57400000,0.00250872,384511.68421252,1
864,1,MS,384438.12435833,6.97500000,0.00259504,384438.12435833,1
865,1,MS,384361.67580597,7.50000000,0.00271217,384361.67580597,1
866,1,MS,384282.98921090,7.88000000,0.00279993,384282.98921090,1
867,1,MS,384203.69068982,7.98500000,0.00282464,384203.69068982,1
868,1,MS,384124.19783743,8.01000000,0.00283055,384124.19783743,1
869,1,MS,384045.28755196,7.93000000,0.00281167,384045.28755196,1
870,1,MS,383967.75006528,7.74000000,0.00276730,383967.75006528,1
871,1,MS,383891.56774256,7.57500000,0.00272929,383891.56774256,1
872,1,MS,383816.59203488,7.45500000,0.00270194,383816.59203488,1
873,1,MS,383742.79051193,7.36000000,0.00268047,383742.79051193,1
874,1,MS,383670.18957125,7.28000000,0.00266251,383670.18957125,1
875,1,MS,383598.87058486,7.20000000,0.00264466,383598.87058486,1
876,1,MS,383528.83431357,7.13000000,0.00262913,383528.83431357,1
877,1,MS,383460.13124337,7.06000000,0.00261369,383460.13124337,1
878,1,MS,383392.78382636,6.99400000,0.00259920,383392.78382636,1
879,1,MS,383326.87340626,6.91800000,0.00258261,383326.87340626,1
880,1,MS,383262.66676948,6.79500000,0.00255596,383262.66676948,1
881,1,MS,383200.89510836,6.52200000,0.00249772,383200.89510836,1
882,1,MS,383141.22293154,6.29700000,0.00245062,383141.22293154,1
883,1,MS,383082.83164696,6.22700000,0.00243614,383082.83164696,1
884,1,MS,383025.36635607,6.23100000,0.00243697,383025.36635607,1
885,1,MS,382968.36803812,6.32400000,0.00245623,382968.36803812,1
886,1,MS,382910.90892040,6.58300000,0.00251062,382910.90892040,1
887,1,MS,382851.97118370,6.96600000,0.00259308,382851.97118370,1
888,1,MS,382789.46554667,7.58000000,0.00273043,382789.46554667,1
889,1,MS,382723.13615681,8.06000000,0.00284240,382723.13615681,1
890,1,MS,382652.43788631,8.47000000,0.00294135,382652.43788631,1
891,1,MS,382578.81413241,8.47500000,0.00294257,382578.81413241,1
892,1,MS,382505.24655901,7.95500000,0.00281756,382505.24655901,1
893,1,MS,382432.24889815,7.39500000,0.00268836,382432.24889815,1
894,1,MS,382359.69272644,6.91600000,0.00258217,382359.69272644,1
895,1,MS,382287.63459665,6.56000000,0.00250575,382287.63459665,1
896,1,MS,382216.26255268,6.24700000,0.00244027,382216.26255268,1
897,1,MS,382145.48266134,5.98800000,0.00238727,382145.48266134,1
898,1,MS,382074.94937220,5.83700000,0.00235686,382074.94937220,1
899,1,MS,382004.44873936,5.76900000,0.00234329,382004.44873936,1
900,1,MS,381933.91263752,5.75300000,0.00234010,381933.91263752,1
901,1,MS,381863.45932254,5.74600000,0.00233871,381863.45932254,1
902,1,MS,381793.26588022,5.74700000,0.00233891,381793.26588022,1
903,1,MS,381723.30857360,5.77700000,0.00234488,381723.30857360,1
904,1,MS,381653.51398137,5.84200000,0.00235787,381653.51398137,1
905,1,MS,381583.96201807,5.91400000,0.00237233,381583.96201807,1
906,1,MS,381514.73714060,5.99100000,0.00238788,381514.73714060,1
907,1,MS,381446.03042374,6.05200000,0.00240027,381446.03042374,1
908,1,MS,381378.06528004,6.08700000,0.00240741,381378.06528004,1
909,1,MS,381310.85539880,6.13000000,0.00241620,381310.85539880,1
910,1,MS,381244.00617896,6.24000000,0.00243882,381244.00617896,1
911,1,MS,381177.05048242,6.41800000,0.00247585,381177.05048242,1
912,1,MS,381109.21845591,6.70500000,0.00253662,381109.21845591,1
913,1,MS,381040.11227796,7.01900000,0.00260468,381040.11227796,1
914,1,MS,380969.51263505,7.30500000,0.00266811,380969.51263505,1
915,1,MS,380896.86078015,7.62500000,0.00274076,380896.86078015,1
916,1,MS,380822.68665288,7.80500000,0.00278241,380822.68665288,1
917,1,MS,380747.87306062,7.85000000,0.00279291,380747.87306062,1
918,1,MS,380672.89646633,7.85000000,0.00279291,380672.89646633,1
919,1,MS,380597.58438865,7.90000000,0.00280462,380597.58438865,1
920,1,MS,380522.02037918,7.98500000,0.00282464,380522.02037918,1
921,1,MS,380446.43670571,8.07000000,0.00284478,380446.43670571,1
922,1,MS,380370.94441929,8.17000000,0.00286865,380370.94441929,1
923,1,MS,380295.49636177,8.31000000,0.00290237,380295.49636177,1
924,1,MS,380220.41424925,8.43500000,0.00293278,380220.41424925,1
925,1,MS,380146.05231008,8.52500000,0.00295485,380146.05231008,1
926,1,MS,380072.50342070,8.61500000,0.00297708,380072.50342070,1
927,1,MS,379999.90781085,8.71000000,0.00300071,379999.90781085,1
928,1,MS,379928.32504704,8.80000000,0.00302325,379928.32504704,1
929,1,MS,379858.04126017,8.85000000,0.00303584,379858.04126017,1
930,1,MS,379789.30284450,8.86000000,0.00303837,379789.30284450,1
931,1,MS,379722.29316406,8.83500000,0.00303206,379722.29316406,1
932,1,MS,379656.99924031,8.81000000,0.00302577,379656.99924031,1
933,1,MS,379593.07847566,8.82000000,0.00302828,379593.07847566,1
934,1,MS,379529.11155352,9.00000000,0.00307390,379529.11155352,1
935,1,MS,379463.65031012,9.34500000,0.00316309,379463.65031012,1
936,1,MS,379396.39934254,9.60500000,0.00323186,379396.39934254,1
937,1,MS,379326.01902549,9.94000000,0.00332247,379326.01902549,1
938,1,MS,379252.91418979,10.07000000,0.00335825,379252.91418979,1
939,1,MS,379177.40803364,10.12000000,0.00337211,379177.40803364,1
940,1,MS,379100.28276982,10.07500000,0.00335963,379100.28276982,1
941,1,MS,379021.75218793,10.08500000,0.00336240,379021.75218793,1
942,1,MS,378942.76119364,10.02500000,0.00334582,378942.76119364,1
943,1,MS,378863.82339492,9.98500000,0.00333481,378863.82339492,1
944,1,MS,378786.53100965,9.76500000,0.00327485,378786.53100965,1
945,1,MS,378712.06963459,9.38500000,0.00317358,378712.06963459,1
946,1,MS,378639.88145154,9.11000000,0.00310209,378639.88145154,1
947,1,MS,378570.54491452,8.74500000,0.00300946,378570.54491452,1
948,1,MS,378504.08183970,8.37000000,0.00291693,378504.08183970,1
949,1,MS,378440.32395174,8.01500000,0.00283173,378440.32395174,1
950,1,MS,378378.94249583,7.71000000,0.00276035,378378.94249583,1
951,1,MS,378319.48633931,7.48000000,0.00270762,378319.48633931,1
952,1,MS,378261.83063919,7.27000000,0.00266027,378261.83063919,1
953,1,MS,378206.14730843,7.01600000,0.00260402,378206.14730843,1
954,1,MS,378153.05606134,6.60200000,0.00251466,378153.05606134,1
955,1,MS,378101.35706165,6.44200000,0.00248088,378101.35706165,1
956,1,MS,378050.85802520,6.32000000,0.00245540,378050.85802520,1
957,1,MS,378001.86767658,6.10400000,0.00241088,378001.86767658,1
958,1,MS,377953.01784871,6.17100000,0.00242461,377953.01784871,1
959,1,MS,377902.78055480,6.51300000,0.00249582,377902.78055480,1
960,1,MS,377849.36886957,7.10000000,0.00262250,377849.36886957,1
961,1,MS,377791.62424651,7.63500000,0.00274305,377791.62424651,1
962,1,MS,377728.67888633,8.03000000,0.00283528,377728.67888633,1
963,1,MS,377661.55536093,8.07500000,0.00284597,377661.55536093,1
964,1,MS,377591.59262719,7.82500000,0.00278707,377591.59262719,1
965,1,MS,377519.72668054,7.50500000,0.00271331,377519.72668054,1
966,1,MS,377447.28107960,7.10000000,0.00262250,377447.28107960,1
967,1,MS,377374.01767064,6.83400000,0.00256438,377374.01767064,1
968,1,MS,377299.46081120,6.75200000,0.00254671,377299.46081120,1
969,1,MS,377223.44338395,6.78900000,0.00255467,377223.44338395,1
970,1,MS,377146.35041320,6.84300000,0.00256633,377146.35041320,1
971,1,MS,377069.14790384,6.80500000,0.00255812,377069.14790384,1
972,1,MS,376995.04952925,6.31300000,0.00245395,376995.04952925,1
973,1,MS,376923.65753303,5.87200000,0.00236388,376923.65753303,1
974,1,MS,376853.79643247,5.62800000,0.00231536,376853.79643247,1
975,1,MS,376785.44828915,5.40700000,0.00227220,376785.44828915,1
976,1,MS,376718.24927305,5.26600000,0.00224505,376718.24927305,1
977,1,MS,376652.20773251,5.13000000,0.00221914,376652.20773251,1
978,1,MS,376587.22408654,5.02000000,0.00219838,376587.22408654,1
979,1,MS,376523.38917594,4.89900000,0.00217576,376523.38917594,1
980,1,MS,376461.12039391,4.70700000,0.00214030,376461.12039391,1
981,1,MS,376400.58693009,4.45500000,0.00209455,376400.58693009,1
982,1,MS,376339.34007004,4.63200000,0.00212659,376339.34007004,1
983,1,MS,376275.14045491,5.16200000,0.00222521,376275.14045491,1
984,1,MS,376207.06953302,5.74900000,0.00233931,376207.06953302,1
985,1,MS,376134.60417739,6.24700000,0.00244027,376134.60417739,1
986,1,MS,376054.95884892,7.02100000,0.00260512,376054.95884892,1
987,1,MS,375973.27468408,6.88900000,0.00257630,375973.27468408,1
988,1,MS,375889.93111923,6.64600000,0.00252402,375889.93111923,1
989,1,MS,375806.16496130,6.27700000,0.00244648,375806.16496130,1
990,1,MS,375723.27634315,5.79200000,0.00234787,375723.27634315,1
991,1,MS,375640.79739382,5.44300000,0.00227918,375640.79739382,1
992,1,MS,375558.11155008,5.25500000,0.00224294,375558.11155008,1
993,1,MS,375474.62432734,5.21800000,0.00223587,375474.62432734,1
994,1,MS,375390.18859112,5.26500000,0.00224485,375390.18859112,1
995,1,MS,375304.63775579,5.39300000,0.00226949,375304.63775579,1
996,1,MS,375217.94305119,5.56700000,0.00230337,375217.94305119,1
997,1,MS,375130.23163149,5.75900000,0.00234129,375130.23163149,1
998,1,MS,375041.66856597,5.96400000,0.00238242,375041.66856597,1
999,1,MS,374952.58581035,6.15800000,0.00242194,374952.58581035,1
1000,1,MS,374863.36628228,6.32500000,0.00245644,374863.36628228,1
1001,1,MS,374773.98700314,6.52500000,0.00249835,374773.98700314,1
1002,1,MS,374684.33731258,6.76800000,0.00255015,374684.33731258,1
1003,1,MS,374594.75709584,6.98500000,0.00259723,374594.75709584,1
1004,1,MS,374505.33658905,7.21000000,0.00264689,374505.33658905,1
1005,1,MS,374416.18315013,7.44000000,0.00269854,374416.18315013,1
1006,1,MS,374327.29757834,7.67000000,0.00275111,374327.29757834,1
1007,1,MS,374238.05545817,7.97000000,0.00282109,374238.05545817,1
1008,1,MS,374148.88826547,8.19500000,0.00287464,374148.88826547,1
1009,1,MS,374060.68018953,8.28500000,0.00289632,374060.68018953,1
1010,1,MS,373973.81638344,8.30000000,0.00289995,373973.81638344,1
1011,1,MS,373887.77000132,8.35500000,0.00291328,373887.77000132,1
1012,1,MS,373802.96240834,8.35500000,0.00291328,373802.96240834,1
1013,1,MS,373720.29510101,8.21500000,0.00287945,373720.29510101,1
1014,1,MS,373641.45882159,7.80000000,0.00278124,373641.45882159,1
1015,1,MS,373566.45850748,7.35500000,0.00267935,373566.45850748,1
1016,1,MS,373495.30427915,6.87600000,0.00257348,373495.30427915,1
1017,1,MS,373427.98683159,6.36300000,0.00246435,373427.98683159,1
1018,1,MS,373364.50123407,5.81800000,0.00235306,373364.50123407,1
1019,1,MS,373304.43665133,5.30100000,0.00225176,373304.43665133,1
1020,1,MS,373247.24423347,4.85300000,0.00216721,373247.24423347,1
1021,1,MS,373192.40505400,4.48000000,0.00209905,373192.40505400,1
1022,1,MS,373139.57441645,4.15500000,0.00204127,373139.57441645,1
1023,1,MS,373088.41850845,3.88500000,0.00199437,373088.41850845,1
1024,1,MS,373037.99243285,3.82800000,0.00198460,373037.99243285,1
1025,1,MS,372988.19098941,3.80100000,0.00197998,372988.19098941,1
1026,1,MS,372939.69001498,3.60900000,0.00194746,372939.69001498,1
1027,1,MS,372892.40642596,3.42800000,0.00191724,372892.40642596,1
1028,1,MS,372846.14265043,3.28800000,0.00189416,372846.14265043,1
1029,1,MS,372800.56963387,3.21200000,0.00188174,372800.56963387,1
1030,1,MS,372753.75521263,3.61100000,0.00194779,372753.75521263,1
1031,1,MS,372704.94425799,4.17900000,0.00204548,372704.94425799,1
1032,1,MS,372654.67723390,4.55500000,0.00211260,372654.67723390,1
1033,1,MS,372600.62594123,5.29600000,0.00225080,372600.62594123,1
1034,1,MS,372541.87413814,6.03100000,0.00239600,372541.87413814,1
1035,1,MS,372480.74828512,6.14200000,0.00241866,372480.74828512,1
1036,1,MS,372418.38425242,5.97200000,0.00238403,372418.38425242,1
1037,1,MS,372357.46352959,5.24300000,0.00224064,372357.46352959,1
1038,1,MS,372299.30192163,4.27600000,0.00206261,372299.30192163,1
1039,1,MS,372243.79072396,3.36600000,0.00190699,372243.79072396,1
1040,1,MS,372189.43944888,2.77700000,0.00181207,372189.43944888,1
1041,1,MS,372134.73122277,2.56700000,0.00177929,372134.73122277,1
1042,1,MS,372079.63457741,2.40800000,0.00175484,372079.63457741,1
1043,1,MS,372024.22983372,2.27200000,0.00173416,372024.22983372,1
1044,1,MS,371968.51575315,2.17100000,0.00171895,371968.51575315,1
1045,1,MS,371912.55170375,2.08700000,0.00170640,371912.55170375,1
1046,1,MS,371856.45332306,2.00600000,0.00169437,371856.45332306,1
1047,1,MS,371800.47400670,1.89900000,0.00167860,371800.47400670,1
1048,1,MS,371744.85408691,1.75600000,0.00165773,371744.85408691,1
1049,1,MS,371689.64346396,1.61500000,0.00163739,371689.64346396,1
1050,1,MS,371634.83280177,1.48500000,0.00161884,371634.83280177,1
1051,1,MS,371580.46531249,1.35400000,0.00160034,371580.46531249,1
1052,1,MS,371526.51619173,1.23700000,0.00158399,371526.51619173,1
1053,1,MS,371477.57805626,0.00000000,0.00142018,371477.57805626,1
1054,1,MS,371427.55855398,0.00000000,0.00142018,371427.55855398,1
1055,1,MS,371375.69889493,0.00000000,0.00142018,371375.69889493,1
1056,1,MS,371321.22817338,0.00000000,0.00142018,371321.22817338,1
1057,1,MS,371257.84387143,1.08500000,0.00156296,371257.84387143,1
1058,1,MS,371181.77702698,2.48300000,0.00176633,371181.77702698,1
1059,1,MS,371097.11436414,2.99100000,0.00184605,371097.11436414,1
1060,1,MS,371008.73664244,2.79900000,0.00181554,371008.73664244,1
1061,1,MS,370920.13285254,2.21200000,0.00172511,370920.13285254,1
1062,1,MS,370830.91156929,1.81100000,0.00166573,370830.91156929,1
1063,1,MS,370740.01400924,1.62700000,0.00163911,370740.01400924,1
1064,1,MS,370647.69688099,1.50700000,0.00162197,370647.69688099,1
1065,1,MS,370554.40633495,1.38500000,0.00160470,370554.40633495,1
1066,1,MS,370460.67012022,1.24900000,0.00158566,370460.67012022,1
1067,1,MS,370366.74531264,1.12300000,0.00156819,370366.74531264,1
1068,1,MS,370272.83102969,1.00600000,0.00155214,370272.83102969,1
1069,1,MS,370179.07323429,0.89600000,0.00153718,370179.07323429,1
1070,1,MS,370085.61337337,0.78800000,0.00152262,370085.61337337,1
1071,1,MS,369992.42076275,0.70000000,0.00151086,369992.42076275,1
1072,1,MS,369899.58606628,0.61500000,0.00149957,369899.58606628,1
1073,1,MS,369807.16049999,0.53300000,0.00148875,369807.16049999,1
1074,1,MS,369715.04092236,0.47100000,0.00148062,369715.04092236,1
1075,1,MS,369623.43842099,0.39000000,0.00147006,369623.43842099,1
1076,1,MS,369532.50012603,0.29400000,0.00145764,369532.50012603,1
1077,1,MS,369442.06487613,0.19800000,0.00144531,369442.06487613,1
1078,1,MS,369350.93203853,0.20000000,0.00144556,369350.93203853,1
1079,1,MS,369258.01373347,0.26500000,0.00145390,369258.01373347,1
1080,1,MS,369162.62139536,0.32600000,0.00146177,369162.62139536,1
1081,1,MS,369064.13279033,0.38500000,0.00146941,369064.13279033,1
1082,1,MS,368961.17233423,0.54300000,0.00149007,368961.17233423,1
1083,1,MS,368849.52610851,1.11200000,0.00156668,368849.52610851,1
1084,1,MS,368733.00167963,1.26500000,0.00158789,368733.00167963,1
1085,1,MS,368615.77514234,1.06900000,0.00156077,368615.77514234,1
1086,1,MS,368497.56375556,0.96100000,0.00154600,368497.56375556,1
1087,1,MS,368377.92958366,0.94200000,0.00154342,368377.92958366,1
1088,1,MS,368257.25196909,0.93000000,0.00154179,368257.25196909,1
1089,1,MS,368136.03655384,0.90400000,0.00153826,368136.03655384,1
1090,1,MS,368014.67572606,0.86600000,0.00153312,368014.67572606,1
1091,1,MS,367893.18483448,0.84600000,0.00153043,367893.18483448,1
1092,1,MS,367771.70219411,0.83000000,0.00152827,367771.70219411,1
1093,1,MS,367650.76469737,0.77700000,0.00152115,367650.76469737,1
1094,1,MS,367530.58513098,0.71400000,0.00151272,367530.58513098,1
1095,1,MS,367411.13097357,0.66100000,0.00150567,367411.13097357,1
1096,1,MS,367292.14477451,0.63800000,0.00150261,367292.14477451,1
1097,1,MS,367173.42486262,0.64100000,0.00150301,367173.42486262,1
1098,1,MS,367054.93760273,0.65300000,0.00150460,367054.93760273,1
1099,1,MS,366936.73998868,0.66400000,0.00150607,366936.73998868,1
1100,1,MS,366818.89333728,0.67200000,0.00150713,366818.89333728,1
1101,1,MS,366701.33218006,0.68400000,0.00150873,366701.33218006,1
