t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
1876,1,MS,178819.81573383,4.33333333,0.00207279,178819.81573383,1
1877,1,MS,178523.18591150,4.22121212,0.00205292,178523.18591150,1
1878,1,MS,178225.17725448,4.07575758,0.00202740,178225.17725448,1
1879,1,MS,177926.65983478,3.94848485,0.00200531,177926.65983478,1
1880,1,MS,177628.89357387,3.83939394,0.00198655,177628.89357387,1
1881,1,MS,177332.85831308,3.74242424,0.00197001,177332.85831308,1
1882,1,MS,177039.35996789,3.63939394,0.00195257,177039.35996789,1
1883,1,MS,176748.97955060,3.53939394,0.00193578,176748.97955060,1
1884,1,MS,176462.27464750,3.43636364,0.00191863,176462.27464750,1
1885,1,MS,176179.00175576,3.35454545,0.00190510,176179.00175576,1
1886,1,MS,175897.78851835,3.33939394,0.00190260,175897.78851835,1
1887,1,MS,175618.20584895,3.35151515,0.00190460,175618.20584895,1
1888,1,MS,175340.42585983,3.36363636,0.00190660,175340.42585983,1
1889,1,MS,175063.95638708,3.40303030,0.00191310,175063.95638708,1
1890,1,MS,174788.37862654,3.46666667,0.00192366,174788.37862654,1
1891,1,MS,174514.51794875,3.50000000,0.00192921,174514.51794875,1
1892,1,MS,174242.46090335,3.52424242,0.00193325,174242.46090335,1
1893,1,MS,173969.92035248,3.58787879,0.00194391,173969.92035248,1
1894,1,MS,173695.28901772,3.63030303,0.00195104,173695.28901772,1
1895,1,MS,173417.48221976,3.60303030,0.00194645,173417.48221976,1
1896,1,MS,173134.55672785,3.50606061,0.00193022,173134.55672785,1
1897,1,MS,172843.34324864,3.39696970,0.00191210,172843.34324864,1
1898,1,MS,172542.07073618,3.28787879,0.00189414,172542.07073618,1
1899,1,MS,172230.91044409,3.21818182,0.00188275,172230.91044409,1
1900,1,MS,171911.56445670,3.09090909,0.00186210,171911.56445670,1
1901,1,MS,171583.58642584,3.00909091,0.00184894,171583.58642584,1
1902,1,MS,171250.50892649,2.90909091,0.00183297,171250.50892649,1
1903,1,MS,170914.89973500,2.80909091,0.00181713,170914.89973500,1
1904,1,MS,170578.63441093,2.72727273,0.00180426,170578.63441093,1
1905,1,MS,170242.90919486,2.65757576,0.00179336,170242.90919486,1
1906,1,MS,169908.34094224,2.60000000,0.00178441,169908.34094224,1
1907,1,MS,169575.92302778,2.53636364,0.00177456,169575.92302778,1
1908,1,MS,169245.87561272,2.48484849,0.00176662,169245.87561272,1
1909,1,MS,168917.26479122,2.47878788,0.00176569,168917.26479122,1
1910,1,MS,168589.16133765,2.51515151,0.00177128,168589.16133765,1
1911,1,MS,168260.91200763,2.58181818,0.00178159,168260.91200763,1
1912,1,MS,167932.61891404,2.65151515,0.00179242,167932.61891404,1
1913,1,MS,167603.24869586,2.76363636,0.00180997,167603.24869586,1
1914,1,MS,167272.39112097,2.89696970,0.00183105,167272.39112097,1
1915,1,MS,166939.09199692,3.06969697,0.00185868,166939.09199692,1
1916,1,MS,166606.29765316,3.13636364,0.00186945,166606.29765316,1
1917,1,MS,166272.88120975,3.22121212,0.00188324,166272.88120975,1
1918,1,MS,165938.15073389,3.29090909,0.00189464,165938.15073389,1
1919,1,MS,165601.80752835,3.31818182,0.00189911,165601.80752835,1
1920,1,MS,165262.40230918,3.32121212,0.00189961,165262.40230918,1
1921,1,MS,164917.62666587,3.31818182,0.00189911,164917.62666587,1
1922,1,MS,164566.72368364,3.27272727,0.00189166,164566.72368364,1
1923,1,MS,164209.77436987,3.20303030,0.00188028,164209.77436987,1
1924,1,MS,163847.72165269,3.15454546,0.00187240,163847.72165269,1
1925,1,MS,163481.41232938,3.10909091,0.00186504,163481.41232938,1
1926,1,MS,163113.42460905,3.01818182,0.00185040,163113.42460905,1
1927,1,MS,162745.22309415,2.93030303,0.00183635,162745.22309415,1
1928,1,MS,162377.21582171,2.87878788,0.00182816,162377.21582171,1
1929,1,MS,162009.02865821,2.87575758,0.00182768,162009.02865821,1
1930,1,MS,161640.82358456,2.89393939,0.00183057,161640.82358456,1
1931,1,MS,161273.31571195,2.90909091,0.00183297,161273.31571195,1
1932,1,MS,160906.68947362,2.93333333,0.00183683,160906.68947362,1
1933,1,MS,160540.43814681,2.98484849,0.00184506,160540.43814681,1
1934,1,MS,160174.63752037,3.04242424,0.00185430,160174.63752037,1
1935,1,MS,159809.17332746,3.10909091,0.00186504,159809.17332746,1
1936,1,MS,159445.31265493,3.13939394,0.00186994,159445.31265493,1
1937,1,MS,159082.66845632,3.18484848,0.00187732,159082.66845632,1
1938,1,MS,158720.65841765,3.25151515,0.00188819,158720.65841765,1
1939,1,MS,158357.78163591,3.36969697,0.00190760,158357.78163591,1
1940,1,MS,157992.37716777,3.54242424,0.00193629,157992.37716777,1
1941,1,MS,157623.85120071,3.72727273,0.00196743,157623.85120071,1
1942,1,MS,157251.23722195,3.92727273,0.00200165,157251.23722195,1
1943,1,MS,156874.45690763,4.10606061,0.00203269,156874.45690763,1
1944,1,MS,156493.60524090,4.24848485,0.00205774,156493.60524090,1
1945,1,MS,156108.28333810,4.37272727,0.00207982,156108.28333810,1
1946,1,MS,155718.50408882,4.46060606,0.00209556,155718.50408882,1
1947,1,MS,155323.87398609,4.52121212,0.00210649,155323.87398609,1
1948,1,MS,154925.62113885,4.52121212,0.00210649,154925.62113885,1
1949,1,MS,154520.70977523,4.61515151,0.00212352,154520.70977523,1
1950,1,MS,154110.32156944,4.69090909,0.00213735,154110.32156944,1
1951,1,MS,153696.67831479,4.75454545,0.00214903,153696.67831479,1
1952,1,MS,153281.65909227,4.80606061,0.00215853,153281.65909227,1
1953,1,MS,152866.43924278,4.85454546,0.00216750,152866.43924278,1
1954,1,MS,152452.03625985,4.89696970,0.00217538,152452.03625985,1
1955,1,MS,152038.48004739,4.95757576,0.00218669,152038.48004739,1
1956,1,MS,151626.23471544,5.02121212,0.00219861,151626.23471544,1
1957,1,MS,151214.76524495,5.10909091,0.00221518,151214.76524495,1
1958,1,MS,150803.29897047,5.22424242,0.00223706,150803.29897047,1
1959,1,MS,150391.62077104,5.35151515,0.00226148,150391.62077104,1
1960,1,MS,149979.11636547,5.50303030,0.00229086,149979.11636547,1
1961,1,MS,149563.77298619,5.71818182,0.00233318,149563.77298619,1
1962,1,MS,149146.51352184,5.91212121,0.00237195,149146.51352184,1
1963,1,MS,148727.85623057,6.09696970,0.00240944,148727.85623057,1
1964,1,MS,148308.02886375,6.26969697,0.00244496,148308.02886375,1
1965,1,MS,147886.21504402,6.43030303,0.00247842,147886.21504402,1
1966,1,MS,147461.28214797,6.57878788,0.00250973,147461.28214797,1
1967,1,MS,147032.14514396,6.70909091,0.00253750,147032.14514396,1
1968,1,MS,146592.42975547,6.84242424,0.00256621,146592.42975547,1
1969,1,MS,146136.80019299,6.98787879,0.00259786,146136.80019299,1
1970,1,MS,145668.03498994,7.09696970,0.00262183,145668.03498994,1
1971,1,MS,145188.36910438,7.18181818,0.00264062,145188.36910438,1
1972,1,MS,144702.57320286,7.20606061,0.00264601,144702.57320286,1
1973,1,MS,144215.46871961,7.18181818,0.00264062,144215.46871961,1
1974,1,MS,143730.66557969,7.12727273,0.00262853,143730.66557969,1
1975,1,MS,143251.55726801,7.03333333,0.00260782,143251.55726801,1
1976,1,MS,142779.54567316,6.93636364,0.00258661,142779.54567316,1
1977,1,MS,142314.84733540,6.85757576,0.00256949,142314.84733540,1
1978,1,MS,141857.74372385,6.78484849,0.00255377,141857.74372385,1
1979,1,MS,141408.77172028,6.70606061,0.00253685,141408.77172028,1
1980,1,MS,140967.68631333,6.63939394,0.00252261,140967.68631333,1
1981,1,MS,140533.22862616,6.60909091,0.00251616,140533.22862616,1
1982,1,MS,140104.61880694,6.60303030,0.00251488,140104.61880694,1
1983,1,MS,139681.51408435,6.60909091,0.00251616,139681.51408435,1
1984,1,MS,139262.92512308,6.64545454,0.00252390,139262.92512308,1
1985,1,MS,138848.00298458,6.70909091,0.00253750,138848.00298458,1
1986,1,MS,138435.34809934,6.81818182,0.00256096,138435.34809934,1
1987,1,MS,138024.53467994,6.94545454,0.00258859,138024.53467994,1
1988,1,MS,137615.00043049,7.08181818,0.00261849,137615.00043049,1
1989,1,MS,137205.89845756,7.21818182,0.00264871,137205.89845756,1
1990,1,MS,136797.75061081,7.30303030,0.00266767,136797.75061081,1
1991,1,MS,136389.78218320,7.34848485,0.00267788,136389.78218320,1
1992,1,MS,135979.86147945,7.37272727,0.00268334,135979.86147945,1
1993,1,MS,135563.78133384,7.37272727,0.00268334,135563.78133384,1
1994,1,MS,135139.13660966,7.29696970,0.00266631,135139.13660966,1
1995,1,MS,134703.12516689,7.23636364,0.00265276,134703.12516689,1
1996,1,MS,134258.77802160,7.16060606,0.00263591,134258.77802160,1
1997,1,MS,133807.69078992,7.08181818,0.00261849,133807.69078992,1
1998,1,MS,133354.15314297,6.99393939,0.00259919,133354.15314297,1
1999,1,MS,132902.26496396,6.88484849,0.00257540,132902.26496396,1
2000,1,MS,132454.67124871,6.77878788,0.00255247,132454.67124871,1
2001,1,MS,132012.65582654,6.68484848,0.00253231,132012.65582654,1
2002,1,MS,131577.35883562,6.58787879,0.00251166,131577.35883562,1
2003,1,MS,131149.33041202,6.49393939,0.00249180,131149.33041202,1
2004,1,MS,130728.29199190,6.41818182,0.00247588,130728.29199190,1
2005,1,MS,130311.40001063,6.43333333,0.00247906,130311.40001063,1
2006,1,MS,129897.42970768,6.49696970,0.00249244,129897.42970768,1
2007,1,MS,129484.84857321,6.61515151,0.00251745,129484.84857321,1
2008,1,MS,129071.58244204,6.80303030,0.00255769,129071.58244204,1
2009,1,MS,128656.41941065,7.03636364,0.00260849,128656.41941065,1
2010,1,MS,128238.47856696,7.30606061,0.00266835,128238.47856696,1
2011,1,MS,127817.26148796,7.59696970,0.00273432,127817.26148796,1
2012,1,MS,127390.43680112,7.90909091,0.00280676,127390.43680112,1
2013,1,MS,126954.78396413,8.17878788,0.00287075,126954.78396413,1
2014,1,MS,126506.96083261,8.39090909,0.00292202,126506.96083261,1
2015,1,MS,126040.34535660,8.54545455,0.00295989,126040.34535660,1
2016,1,MS,482408.19522679,8.65757576,0.00298765,482408.19522679,1
2017,1,MS,481579.74137007,8.75757576,0.00301261,481579.74137007,1
2018,1,MS,480695.26829413,8.83939394,0.00303317,480695.26829413,1
2019,1,MS,479757.79230911,8.89090909,0.00304618,479757.79230911,1
2020,1,MS,478777.40727008,8.91818182,0.00305309,478777.40727008,1
2021,1,MS,477768.12744599,8.91212121,0.00305155,477768.12744599,1
2022,1,MS,476747.31728605,8.86666667,0.00304005,476747.31728605,1
2023,1,MS,475727.59629415,8.83030303,0.00303088,475727.59629415,1
2024,1,MS,474715.73415983,8.81212121,0.00302630,474715.73415983,1
2025,1,MS,473715.58267889,8.80303030,0.00302402,473715.58267889,1
2026,1,MS,472730.30043385,8.78484848,0.00301945,472730.30043385,1
2027,1,MS,471761.87291207,8.75757576,0.00301261,471761.87291207,1
2028,1,MS,470809.16153976,8.75454546,0.00301185,470809.16153976,1
2029,1,MS,469866.87261579,8.83030303,0.00303088,469866.87261579,1
2030,1,MS,468928.99917342,8.99393939,0.00307236,468928.99917342,1
2031,1,MS,467986.62291388,9.28484848,0.00314737,467986.62291388,1
2032,1,MS,467036.66514341,9.62727273,0.00323781,467036.66514341,1
2033,1,MS,466077.77260208,10.00000000,0.00333894,466077.77260208,1
2034,1,MS,465109.97532466,10.38787879,0.00344723,465109.97532466,1
2035,1,MS,464131.73106338,10.80606061,0.00356754,464131.73106338,1
2036,1,MS,463138.44324271,11.23030303,0.00369350,463138.44324271,1
2037,1,MS,462118.73732144,11.61515152,0.00381124,462118.73732144,1
2038,1,MS,461055.70459013,11.89696970,0.00389961,461055.70459013,1
2039,1,MS,459934.97473850,12.09090909,0.00396150,459934.97473850,1
2040,1,MS,458758.00466751,12.20909091,0.00399965,458758.00466751,1
2041,1,MS,457524.22499131,12.25757576,0.00401540,457524.22499131,1
2042,1,MS,456238.15921977,12.25454545,0.00401442,456238.15921977,1
2043,1,MS,454905.42090449,12.21818182,0.00400260,454905.42090449,1
2044,1,MS,453542.69404489,12.13030303,0.00397418,453542.69404489,1
2045,1,MS,452171.11224545,12.00000000,0.00393238,452171.11224545,1
2046,1,MS,450807.35204800,11.88484848,0.00389577,450807.35204800,1
2047,1,MS,449463.65337423,11.80000000,0.00386900,449463.65337423,1
2048,1,MS,448146.38395656,11.73636364,0.00384902,448146.38395656,1
2049,1,MS,446856.28322627,11.70606061,0.00383955,446856.28322627,1
2050,1,MS,445597.47403144,11.65454545,0.00382348,445597.47403144,1
2051,1,MS,444372.24429157,11.59090909,0.00380372,444372.24429157,1
2052,1,MS,443180.84184648,11.52727273,0.00378406,443180.84184648,1
2053,1,MS,442018.98905764,11.50606061,0.00377752,442018.98905764,1
2054,1,MS,440881.69804496,11.53939394,0.00378780,440881.69804496,1
2055,1,MS,439762.19019083,11.65454545,0.00382348,439762.19019083,1
2056,1,MS,438656.00375433,11.83030303,0.00387854,438656.00375433,1
2057,1,MS,437559.57533922,12.06060606,0.00395177,437559.57533922,1
2058,1,MS,436475.20528776,12.28181818,0.00402330,436475.20528776,1
2059,1,MS,435402.53403620,12.51818182,0.00410101,435402.53403620,1
2060,1,MS,434332.70432589,12.77878788,0.00418828,434332.70432589,1
2061,1,MS,433257.73486413,12.98484848,0.00425847,433257.73486413,1
2062,1,MS,432163.50612510,13.10606061,0.00430025,432163.50612510,1
2063,1,MS,431031.12151630,13.13030303,0.00430865,431031.12151630,1
2064,1,MS,429856.82210748,13.02727273,0.00427305,429856.82210748,1
2065,1,MS,428633.96797518,12.88484848,0.00422427,428633.96797518,1
2066,1,MS,427363.78788499,12.70303030,0.00416274,427363.78788499,1
2067,1,MS,426059.05208064,12.49090909,0.00409198,426059.05208064,1
2068,1,MS,424739.43829069,12.24848485,0.00401244,424739.43829069,1
2069,1,MS,423425.38558516,11.98787879,0.00392851,423425.38558516,1
2070,1,MS,422133.52636696,11.73636364,0.00384902,422133.52636696,1
2071,1,MS,420874.48760521,11.51212121,0.00377939,420874.48760521,1
2072,1,MS,419652.94663629,11.31818182,0.00372009,419652.94663629,1
2073,1,MS,418473.19892261,11.11515152,0.00365892,418473.19892261,1
2074,1,MS,417335.59900187,10.91515152,0.00359955,417335.59900187,1
2075,1,MS,416240.79570988,10.70000000,0.00353667,416240.79570988,1
2076,1,MS,415187.29065731,10.49090909,0.00347652,415187.29065731,1
2077,1,MS,414167.12550135,10.36666667,0.00344122,414167.12550135,1
2078,1,MS,413173.81947956,10.31515152,0.00342668,413173.81947956,1
2079,1,MS,412200.26370978,10.35454545,0.00343780,412200.26370978,1
2080,1,MS,411245.20807202,10.42121212,0.00345668,411245.20807202,1
2081,1,MS,410305.28925709,10.54242424,0.00349125,410305.28925709,1
2082,1,MS,409379.29816840,10.69393939,0.00353492,409379.29816840,1
2083,1,MS,408466.59883833,10.86060606,0.00358352,408466.59883833,1
2084,1,MS,407561.17861436,11.05757576,0.00364174,407561.17861436,1
2085,1,MS,406652.80171504,11.22727273,0.00369258,406652.80171504,1
2086,1,MS,405723.17368215,11.32727273,0.00372285,405723.17368215,1
2087,1,MS,404757.68500667,11.31212121,0.00371825,404757.68500667,1
2088,1,MS,403747.03769046,11.21818182,0.00368984,403747.03769046,1
2089,1,MS,402680.93017667,11.07272727,0.00364625,402680.93017667,1
2090,1,MS,401560.92335038,10.85454545,0.00358174,401560.92335038,1
2091,1,MS,400392.87916381,10.63030303,0.00351652,400392.87916381,1
2092,1,MS,399187.85611434,10.39696970,0.00344980,399187.85611434,1
2093,1,MS,397964.81230709,10.13030303,0.00337497,397964.81230709,1
2094,1,MS,396742.59897577,9.88484848,0.00330739,396742.59897577,1
2095,1,MS,395540.99127699,9.63939394,0.00324106,395540.99127699,1
2096,1,MS,394370.72972992,9.39696970,0.00317673,394370.72972992,1
2097,1,MS,393236.67293231,9.16060606,0.00311513,393236.67293231,1
2098,1,MS,392141.55501356,8.92121212,0.00305386,392141.55501356,1
2099,1,MS,391080.58501709,8.74242424,0.00300881,391080.58501709,1
2100,1,MS,390052.74805989,8.57575758,0.00296737,390052.74805989,1
2101,1,MS,389052.82893048,8.46666667,0.00294053,389052.82893048,1
2102,1,MS,388073.53495631,8.44545455,0.00293533,388073.53495631,1
2103,1,MS,387110.04706468,8.48787879,0.00294573,387110.04706468,1
2104,1,MS,386158.55363676,8.58484849,0.00296962,386158.55363676,1
2105,1,MS,385216.17013211,8.72727273,0.00300503,385216.17013211,1
2106,1,MS,384278.52633919,8.93333333,0.00305693,384278.52633919,1
2107,1,MS,383343.90331272,9.16969697,0.00311748,383343.90331272,1
2108,1,MS,382404.83134363,9.42727273,0.00318471,382404.83134363,1
2109,1,MS,381445.97549546,9.64545454,0.00324268,381445.97549546,1
