t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
506,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63211294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.47461544,NA,NA
506,1,MS,roots,0.02458738,13.21808886,0.16240191,0.12616359,0.02398830,2.34147330,0.58098807,0.00027624,NA,0.12224550,0.10033818,NA,NA,NA,0.07234720,0.84908421,1.11828870,NA,0.76125874,NA,NA,23.45806347,2.15417186,66.09044432,0.25274100,NA,3.72631599,14.83146633,0.00006884,0.05520949,26.05344045,NA,0.00000000,0.00026903,0.00000000,NA,NA,84.77760258,2.46562254,0.29493088
507,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66006824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.85136684,NA,NA
507,1,MS,roots,0.02453864,15.36033667,0.25822545,0.20775868,0.03953748,2.36312895,0.65618326,0.00027659,NA,0.12307249,0.10055780,NA,NA,NA,0.07239813,0.84740107,1.12445452,NA,0.76015576,NA,NA,23.35155269,2.42590057,76.80168333,0.25329420,NA,3.59526657,14.83327769,0.00006871,0.05527820,26.03357063,NA,0.00000000,0.00044336,0.00000000,NA,NA,84.16018506,2.46073492,0.29602842
508,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61776643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.02172122,NA,NA
508,1,MS,roots,0.02442712,16.35538775,0.10721152,0.08586099,0.01630358,2.36814155,0.70689844,0.00027693,NA,0.12338278,0.10040738,NA,NA,NA,0.07202824,0.84354980,1.12589640,NA,0.75862554,NA,NA,23.40672112,2.51686516,81.77693876,0.25291532,NA,3.62600789,14.85820672,0.00006840,0.05534660,26.13519222,NA,0.00000000,0.00018251,0.00000000,NA,NA,83.89432135,2.44955137,0.29581840
509,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50977701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.56919541,NA,NA
509,1,MS,roots,0.02350650,15.72771715,0.01993721,0.01557486,0.00294603,2.31069222,0.70206370,0.00027726,NA,0.12062381,0.09779117,NA,NA,NA,0.07072747,0.81175780,1.09941277,NA,0.73977942,NA,NA,23.54520453,2.39697329,78.63858576,0.24632536,NA,3.74098481,14.89548754,0.00006582,0.05541242,26.30195623,NA,0.00000000,0.00003290,0.00000000,NA,NA,83.80600092,2.35723181,0.28914245
510,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37690297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.30479974,NA,NA
510,1,MS,roots,0.02202844,14.96194858,0.02945105,0.02254274,0.00424929,2.21636657,0.68555974,0.00027757,NA,0.11592505,0.09371594,NA,NA,NA,0.06875494,0.76071559,1.05541166,NA,0.70984279,NA,NA,23.66638315,2.26839555,74.80974292,0.23606031,NA,3.84013497,14.92993733,0.00006168,0.05547409,26.45421751,NA,0.00000000,0.00004734,0.00000000,NA,NA,83.80874595,2.20901233,0.27839594
511,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23815780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.37261276,NA,NA
511,1,MS,roots,0.02144467,13.88815176,0.03422261,0.02575864,0.00483964,2.17828379,0.65178493,0.00027787,NA,0.11410779,0.09189802,NA,NA,NA,0.06808278,0.74055601,1.03774360,NA,0.69667085,NA,NA,23.77439163,2.09903051,69.44075879,0.23148116,NA,3.92669879,14.96317217,0.00006005,0.05553414,26.59989027,NA,0.00000000,0.00005380,0.00000000,NA,NA,83.66960708,2.15047173,0.27408860
512,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09859977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.08161445,NA,NA
512,1,MS,roots,0.02127144,12.82521645,0.03471100,0.02575141,0.00482284,2.16804327,0.61654438,0.00027817,NA,0.11368854,0.09107087,NA,NA,NA,0.06799204,0.73457366,1.03282303,NA,0.69063531,NA,NA,23.87439387,1.93525428,64.12608223,0.22939765,NA,4.00542959,14.99618250,0.00005956,0.05559370,26.74395193,NA,0.00000000,0.00005349,0.00000000,NA,NA,83.32003852,2.13309982,0.27275144
513,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95766480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.67168341,NA,NA
513,1,MS,roots,0.02107171,11.83149828,0.02206104,0.01611979,0.00300886,2.15934555,0.58459604,0.00027846,NA,0.11331307,0.09013593,NA,NA,NA,0.06783830,0.72767653,1.02832072,NA,0.68352410,NA,NA,23.97988280,1.78295899,59.15749139,0.22704265,NA,4.08984680,15.03069512,0.00005900,0.05565270,26.89570278,NA,0.00000000,0.00003330,0.00000000,NA,NA,82.77342370,2.11307149,0.27128730
514,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81754544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.09381622,NA,NA
514,1,MS,roots,0.02089276,10.94363067,0.02262362,0.01631208,0.00303479,2.15525885,0.55586047,0.00027875,NA,0.11312797,0.08924160,NA,NA,NA,0.06773852,0.72149662,1.02556284,NA,0.67629860,NA,NA,24.07868133,1.64855276,54.71815335,0.22478992,NA,4.16775258,15.06485632,0.00005850,0.05571120,27.04529393,NA,0.00000000,0.00003351,0.00000000,NA,NA,82.05358637,2.09512589,0.27010808
515,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67657227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.58614744,NA,NA
515,1,MS,roots,0.02078216,10.22387929,0.02365993,0.01686122,0.00312696,2.15849788,0.53394815,0.00027904,NA,0.11327849,0.08851161,NA,NA,NA,0.06773389,0.71767732,1.02585592,NA,0.66985176,NA,NA,24.17138509,1.53872886,51.11939647,0.22295116,NA,4.23967417,15.09863504,0.00005819,0.05576939,27.19258172,NA,0.00000000,0.00003445,0.00000000,NA,NA,81.18001104,2.08403519,0.26952399
516,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53820626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.13878630,NA,NA
516,1,MS,roots,0.02076866,9.50261009,0.01996367,0.01406956,0.00260091,2.17079740,0.51111728,0.00027933,NA,0.11385621,0.08799495,NA,NA,NA,0.06786454,0.71721113,1.03001378,NA,0.66447785,NA,NA,24.26304817,1.42901492,47.51305046,0.22164974,NA,4.31056859,15.13269203,0.00005815,0.05582754,27.34117184,NA,0.00000000,0.00002859,0.00000000,NA,NA,80.14139620,2.08268142,0.26971570
517,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40273303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.63133127,NA,NA
517,1,MS,roots,0.02072658,8.85230834,0.02056556,0.01435090,0.00264465,2.18505696,0.49068004,0.00027962,NA,0.11448445,0.08741276,NA,NA,NA,0.06796363,0.71575788,1.03462163,NA,0.65796326,NA,NA,24.35002469,1.33124490,44.26154171,0.22018326,NA,4.37681853,15.16638978,0.00005803,0.05588558,27.48778631,NA,0.00000000,0.00002900,0.00000000,NA,NA,78.96173515,2.07846139,0.26986083
518,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27453996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.22163109,NA,NA
518,1,MS,roots,0.02065768,8.15372035,0.01018504,0.00703063,0.00129146,2.20102567,0.46732591,0.00027991,NA,0.11515510,0.08673209,NA,NA,NA,0.06800810,0.71337853,1.03960653,NA,0.64999547,NA,NA,24.44284976,1.22722074,40.76860175,0.21846875,NA,4.44898592,15.20106055,0.00005784,0.05594342,27.63981840,NA,0.00000000,0.00001413,0.00000000,NA,NA,77.62417237,2.07155209,0.26989529
519,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15987545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.94089393,NA,NA
519,1,MS,roots,0.02046884,7.45386088,0.00973864,0.00665680,0.00121893,2.21342250,0.44221387,0.00028020,NA,0.11557564,0.08575272,NA,NA,NA,0.06788645,0.70685736,1.04233521,NA,0.63888048,NA,NA,24.53159416,1.12497931,37.26930438,0.21600181,NA,4.51726148,15.23526570,0.00005731,0.05600073,27.78974871,NA,0.00000000,0.00001331,0.00000000,NA,NA,76.14197756,2.05261553,0.26921480
520,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05306629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.82068427,NA,NA
520,1,MS,roots,0.01968044,6.93912656,0.01451647,0.00984204,0.00179686,2.18900143,0.42547244,0.00028048,NA,0.11404356,0.08334626,NA,NA,NA,0.06679811,0.67963124,1.02750687,NA,0.61660947,NA,NA,24.61147002,1.05094481,34.69563279,0.20994020,NA,4.57745690,15.26769104,0.00005511,0.05605584,27.93127719,NA,0.00000000,0.00001958,0.00000000,NA,NA,74.65478383,1.97355465,0.26418793
521,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95596516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.87496013,NA,NA
521,1,MS,roots,0.01858187,6.50149404,0.02914241,0.01966462,0.00358095,2.14350790,0.41022181,0.00028074,NA,0.11139467,0.08022915,NA,NA,NA,0.06516510,0.64169376,1.00271029,NA,0.58883326,NA,NA,24.67250243,0.98913848,32.50747019,0.20208854,NA,4.61990744,15.29685966,0.00005203,0.05610787,28.05664539,NA,0.00000000,0.00003894,0.00000000,NA,NA,73.21965849,1.86338949,0.25678892
522,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86905440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.19737889,NA,NA
522,1,MS,roots,0.01741865,6.05003044,0.02842882,0.01909869,0.00346944,2.09185439,0.39238950,0.00028098,NA,0.10843702,0.07700189,NA,NA,NA,0.06336196,0.60152406,0.97523948,NA,0.56032690,NA,NA,24.73007653,0.92520139,30.25015219,0.19395943,NA,4.66006289,15.32457656,0.00004877,0.05615664,28.17599121,NA,0.00000000,0.00003766,0.00000000,NA,NA,71.85085748,1.74674226,0.24880087
523,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78901952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.73402309,NA,NA
523,1,MS,roots,0.01569418,5.61021058,0.01838055,0.01227648,0.00222477,1.99945571,0.37386011,0.00028120,NA,0.10342226,0.07249364,NA,NA,NA,0.06062448,0.54197233,0.92941143,NA,0.52317319,NA,NA,24.79252679,0.86260560,28.05105289,0.18260364,NA,4.70681898,15.35150414,0.00004394,0.05620058,28.29343091,NA,0.00000000,0.00002411,0.00000000,NA,NA,70.63135264,1.57381232,0.23654038
524,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71508770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.51419519,NA,NA
524,1,MS,roots,0.01421097,5.24780732,0.01818098,0.01207748,0.00218380,1.92044372,0.35851759,0.00028140,NA,0.09914126,0.06867426,NA,NA,NA,0.05830436,0.49075224,0.89030956,NA,0.49164652,NA,NA,24.85079806,0.81119897,26.23903659,0.17298302,NA,4.75087927,15.37676372,0.00003979,0.05624037,28.40373474,NA,0.00000000,0.00002362,0.00000000,NA,NA,69.54107548,1.42507631,0.22611987
525,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83035572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.49218598,NA,NA
525,1,MS,roots,0.01323909,6.08293800,0.22407233,0.15396493,0.02787214,1.87762225,0.40638441,0.00028158,NA,0.09655131,0.06638303,NA,NA,NA,0.05686211,0.45718974,0.86648015,NA,0.47062573,NA,NA,24.70027929,0.94483058,30.41469002,0.16721166,NA,4.58712141,15.37511700,0.00003707,0.05627744,28.36719086,NA,0.00000000,0.00030153,0.00000000,NA,NA,68.66202174,1.32761545,0.21979645
526,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96423143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.67395826,NA,NA
526,1,MS,roots,0.01317456,7.59762766,0.32076960,0.23267859,0.04224980,1.89446539,0.48316127,0.00028177,NA,0.09697975,0.06643060,NA,NA,NA,0.05647651,0.45496135,0.86975504,NA,0.46656013,NA,NA,24.45375320,1.15926306,37.98813830,0.16733148,NA,4.32742076,15.35877779,0.00003689,0.05631433,28.25106671,NA,0.00000000,0.00045756,0.00000000,NA,NA,68.04794477,1.32114452,0.21988686
527,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37585326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.13526431,NA,NA
527,1,MS,roots,0.01355234,10.83892652,0.67411974,0.56542574,0.10380477,1.94948740,0.58770390,0.00028196,NA,0.09892824,0.06821141,NA,NA,NA,0.05674303,0.46800755,0.88663243,NA,0.47340740,NA,NA,23.82263340,1.64474529,54.19463262,0.17181716,NA,3.68274863,15.28088037,0.00003795,0.05635228,27.80053255,NA,0.00000000,0.00112993,0.00000000,NA,NA,67.92032823,1.35902889,0.22388268
528,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69101225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.76574044,NA,NA
528,1,MS,roots,0.01480497,13.76315541,0.37092377,0.33413647,0.06166902,2.05357272,0.68599057,0.00028217,NA,0.10390588,0.07213240,NA,NA,NA,0.05761425,0.51126509,0.93055942,NA,0.49935954,NA,NA,23.55793704,2.05294425,68.81577707,0.18169370,NA,3.40324729,15.24656149,0.00004145,0.05639373,27.59149424,NA,0.00000000,0.00067278,0.00000000,NA,NA,68.27997847,1.48464275,0.23365253
529,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03192051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.21966872,NA,NA
529,1,MS,roots,0.01553922,17.27160172,0.41382116,0.40548427,0.07536015,2.11334501,0.77218409,0.00028238,NA,0.10671566,0.07510867,NA,NA,NA,0.05851892,0.53662095,0.95498644,NA,0.52082243,NA,NA,23.26767743,2.53827836,86.35800859,0.18919061,NA,3.09744846,15.19949683,0.00004351,0.05643724,27.31542217,NA,0.00000000,0.00082470,0.00000000,NA,NA,69.28127256,1.55827265,0.24034325
530,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30561796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.50862959,NA,NA
530,1,MS,roots,0.01642493,20.45041763,0.32397270,0.33510739,0.06260054,2.16703732,0.84010665,0.00028261,NA,0.10955615,0.07849515,NA,NA,NA,0.05954335,0.56720753,0.97960736,NA,0.54845105,NA,NA,23.09953588,2.95074206,102.25208813,0.19772078,NA,2.91288199,15.16661361,0.00004599,0.05648323,27.11695887,NA,0.00000000,0.00068655,0.00000000,NA,NA,70.90725068,1.64709183,0.24759465
531,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42108860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.60401058,NA,NA
531,1,MS,roots,0.01720615,21.78270858,0.15508993,0.15993327,0.02989738,2.19048068,0.87204176,0.00028285,NA,0.11132504,0.08120431,NA,NA,NA,0.06049843,0.59418572,0.99457573,NA,0.57460940,NA,NA,23.12383560,3.09987179,108.91354291,0.20454487,NA,2.91997555,15.16787491,0.00004818,0.05653141,27.10047641,NA,0.00000000,0.00032786,0.00000000,NA,NA,72.93799385,1.72543274,0.25302779
532,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42593896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.93080792,NA,NA
532,1,MS,roots,0.01754464,21.23031029,0.07559187,0.07588471,0.01416539,2.16892899,0.85140488,0.00028310,NA,0.11094890,0.08224777,NA,NA,NA,0.06098144,0.60587501,0.99035471,NA,0.58938277,NA,NA,23.22878314,3.00586508,106.15155146,0.20717323,NA,3.00737846,15.18580068,0.00004913,0.05658053,27.17125743,NA,0.00000000,0.00015516,0.00000000,NA,NA,74.99085227,1.75937681,0.25417811
533,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35177059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.14497194,NA,NA
533,1,MS,roots,0.01753888,19.62835016,0.03675596,0.03564838,0.00663849,2.12446398,0.79870863,0.00028335,NA,0.10936289,0.08214165,NA,NA,NA,0.06103440,0.60567597,0.97535105,NA,0.59484173,NA,NA,23.36459555,2.78111920,98.14175080,0.20690592,NA,3.12565198,15.21170852,0.00004911,0.05662964,27.28319071,NA,0.00000000,0.00007259,0.00000000,NA,NA,76.81323273,1.75879882,0.25253893
534,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24698370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.17289255,NA,NA
534,1,MS,roots,0.01723266,17.95444334,0.04117470,0.03881088,0.00721087,2.06915390,0.74025880,0.00028359,NA,0.10707499,0.08125053,NA,NA,NA,0.06072110,0.59510127,0.95413356,NA,0.59296855,NA,NA,23.48505013,2.54711453,89.77221671,0.20466129,NA,3.22887390,15.23717141,0.00004825,0.05667789,27.39155297,NA,0.00000000,0.00007872,0.00000000,NA,NA,78.31400755,1.72809138,0.24904663
535,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12830812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.76205888,NA,NA
535,1,MS,roots,0.01676850,16.35392671,0.04238379,0.03899452,0.00722885,2.01396170,0.68285882,0.00028382,NA,0.10467748,0.08005370,NA,NA,NA,0.06020660,0.57907234,0.93199749,NA,0.58764836,NA,NA,23.59386105,2.32250986,81.76963356,0.20164659,NA,3.32091632,15.26242565,0.00004695,0.05672485,27.49819436,NA,0.00000000,0.00007878,0.00000000,NA,NA,79.53331021,1.68154560,0.24493778
536,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00180644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.19832589,NA,NA
536,1,MS,roots,0.01645177,15.00684044,0.05198757,0.04695843,0.00868782,1.97574950,0.63294302,0.00028405,NA,0.10305312,0.07926286,NA,NA,NA,0.05992937,0.56813434,0.91679047,NA,0.58429028,NA,NA,23.68402154,2.13231216,75.03420222,0.19965456,NA,3.39462504,15.28618547,0.00004606,0.05677091,27.59614231,NA,0.00000000,0.00009454,0.00000000,NA,NA,80.48527964,1.64978315,0.24224535
537,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87999519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.76346718,NA,NA
537,1,MS,roots,0.01675903,13.51261725,0.04763310,0.04233120,0.00781510,1.97950344,0.57748367,0.00028429,NA,0.10351748,0.07981165,NA,NA,NA,0.06047567,0.57874527,0.92016101,NA,0.58987539,NA,NA,23.76944601,1.92137725,67.56308627,0.20103689,NA,3.46329048,15.31125184,0.00004693,0.05681784,27.70021191,NA,0.00000000,0.00008490,0.00000000,NA,NA,81.03799502,1.68059581,0.24380480
538,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76010711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.41808594,NA,NA
538,1,MS,roots,0.01664068,12.29436108,0.04056618,0.03549947,0.00653905,1.96375737,0.53387079,0.00028452,NA,0.10290310,0.07934877,NA,NA,NA,0.06041809,0.57465813,0.91395029,NA,0.58746511,NA,NA,23.85389214,1.74927147,61.47180538,0.19987096,NA,3.53109593,15.33756188,0.00004659,0.05686443,27.81056851,NA,0.00000000,0.00007092,0.00000000,NA,NA,81.31661968,1.66872733,0.24266996
539,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64363734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.15951051,NA,NA
539,1,MS,roots,0.01603663,11.30664880,0.04936455,0.04271911,0.00785311,1.92447938,0.49746986,0.00028474,NA,0.10099946,0.07781685,NA,NA,NA,0.05969710,0.55379819,0.89633505,NA,0.57673434,NA,NA,23.92248575,1.61008233,56.53324401,0.19601221,NA,3.58365292,15.36202408,0.00004490,0.05690933,27.91100263,NA,0.00000000,0.00008503,0.00000000,NA,NA,81.45037145,1.60815297,0.23851341
540,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53291771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.05181332,NA,NA
540,1,MS,roots,0.01610816,10.31138794,0.04266405,0.03652224,0.00669957,1.92567341,0.46105431,0.00028497,NA,0.10116561,0.07771943,NA,NA,NA,0.05985826,0.55626840,0.89709862,NA,0.57618156,NA,NA,23.99151598,1.47002133,51.55693969,0.19576682,NA,3.63657499,15.38769583,0.00004510,0.05695443,28.01756521,NA,0.00000000,0.00007242,0.00000000,NA,NA,81.33127641,1.61532611,0.23874330
541,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42390534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.06656215,NA,NA
541,1,MS,roots,0.01605969,9.48681327,0.03231554,0.02734082,0.00500371,1.92298243,0.43259708,0.00028519,NA,0.10109544,0.07731472,NA,NA,NA,0.05985309,0.55459455,0.89576911,NA,0.57304783,NA,NA,24.06558487,1.35361993,47.43406633,0.19474739,NA,3.69458419,15.41494665,0.00004497,0.05699940,28.13249250,NA,0.00000000,0.00005399,0.00000000,NA,NA,81.02188456,1.61046548,0.23826324
542,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31984635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.19726908,NA,NA
542,1,MS,roots,0.01610943,8.72003543,0.02860556,0.02393477,0.00436997,1.92823250,0.40626857,0.00028542,NA,0.10139907,0.07707575,NA,NA,NA,0.05998528,0.55631236,0.89774903,NA,0.57072869,NA,NA,24.13857356,1.24570164,43.60017715,0.19414547,NA,3.75146345,15.44275928,0.00004511,0.05704451,28.25022888,NA,0.00000000,0.00004707,0.00000000,NA,NA,80.52036589,1.61545377,0.23846010
543,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22244190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.38455143,NA,NA
543,1,MS,roots,0.01601657,7.99667229,0.02457817,0.02034725,0.00370601,1.92781796,0.38130509,0.00028564,NA,0.10136620,0.07647838,NA,NA,NA,0.05990432,0.55310548,0.89675303,NA,0.56535355,NA,NA,24.21084727,1.14489292,39.98336146,0.19264075,NA,3.80772058,15.47101308,0.00004485,0.05708935,28.37029891,NA,0.00000000,0.00003984,0.00000000,NA,NA,79.85493684,1.60614143,0.23774890
544,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12466496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.69864485,NA,NA
