t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
1098,1,MS,roots,0.00535459,3.46907135,0.03872004,0.02933677,0.00604044,2.22957650,0.04188281,0.00044376,NA,0.11702535,0.18797238,NA,NA,NA,0.09612920,0.18491169,0.66623947,NA,0.55329541,NA,NA,35.80443048,0.47758430,17.34535675,0.47348207,NA,4.10735472,17.26597037,0.00001499,0.08871241,28.00794332,NA,0.00000000,0.00005819,0.00000000,NA,NA,340.20416287,0.53695785,0.40112693
1099,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49130934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.50996739,NA,NA
1099,1,MS,roots,0.00544561,3.01138886,0.04003613,0.03037425,0.00618495,2.22466826,0.03682264,0.00044384,NA,0.11716768,0.18748281,NA,NA,NA,0.09635496,0.18805512,0.66693516,NA,0.55481331,NA,NA,35.86058199,0.41028618,15.05694431,0.47224888,NA,4.15806062,17.30897205,0.00001525,0.08872766,28.39140014,NA,0.00000000,0.00005944,0.00000000,NA,NA,340.04992300,0.54608592,0.40100545
1100,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.25938654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.24709561,NA,NA
1100,1,MS,roots,0.00551131,2.64417212,0.05538121,0.04225362,0.00851317,2.21941410,0.03259890,0.00044391,NA,0.11727417,0.18691132,NA,NA,NA,0.09652839,0.19032384,0.66742523,NA,0.55610647,NA,NA,35.89663272,0.35627948,13.22086061,0.47080937,NA,4.18860004,17.34977445,0.00001543,0.08874309,28.76158497,NA,0.00000000,0.00008162,0.00000000,NA,NA,339.74706416,0.55267398,0.40071388
1101,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.35410401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.64766818,NA,NA
1101,1,MS,roots,0.00560921,3.13340569,0.16313134,0.12811519,0.02559563,2.21661170,0.03793615,0.00044399,NA,0.11741807,0.18653555,NA,NA,NA,0.09667180,0.19370459,0.66812595,NA,0.55735145,NA,NA,35.82292598,0.42377199,15.66702845,0.46986285,NA,4.10928410,17.37363156,0.00001571,0.08875880,29.04503463,NA,0.00000000,0.00024505,0.00000000,NA,NA,339.41380193,0.56249121,0.40062542
1102,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34518468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.89829548,NA,NA
1102,1,MS,roots,0.00575617,5.19131187,0.32201718,0.26923943,0.05351638,2.21772391,0.05929936,0.00044407,NA,0.11763342,0.18665883,NA,NA,NA,0.09660097,0.19877958,0.66922979,NA,0.55859621,NA,NA,35.59811446,0.69162941,25.95655934,0.47017338,NA,3.87871640,17.36967683,0.00001612,0.08877491,29.18704673,NA,0.00000000,0.00051248,0.00000000,NA,NA,339.55893565,0.57722827,0.40089322
1103,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.36007215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.20864486,NA,NA
1103,1,MS,roots,0.00589699,7.80766801,0.34959565,0.31226861,0.06181512,2.21947548,0.08353161,0.00044415,NA,0.11786109,0.18712278,NA,NA,NA,0.09618438,0.20364285,0.67040033,NA,0.55980278,NA,NA,35.36832690,1.02115615,39.03834006,0.47134201,NA,3.64303186,17.35752243,0.00001651,0.08879143,29.28652205,NA,0.00000000,0.00059236,0.00000000,NA,NA,340.51280415,0.59135054,0.40116825
1104,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.30489292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.07224743,NA,NA
1104,1,MS,roots,0.00609896,9.61564764,0.22094514,0.20304024,0.03992908,2.22045678,0.10021104,0.00044424,NA,0.11818813,0.18778550,NA,NA,NA,0.09586164,0.21061744,0.67213129,NA,0.56173992,NA,NA,35.29783620,1.23240075,48.07823818,0.47301133,NA,3.56644220,17.36745246,0.00001708,0.08880850,29.49683091,NA,0.00000000,0.00038241,0.00000000,NA,NA,342.21430770,0.61160376,0.40183527
1105,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.16942315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.68070971,NA,NA
1105,1,MS,roots,0.00628824,10.44560434,0.11992963,0.11013259,0.02147221,2.21921338,0.10937082,0.00044433,NA,0.11851176,0.18842014,NA,NA,NA,0.09599327,0.21715387,0.67383816,NA,0.56386955,NA,NA,35.34350250,1.31239735,52.22802169,0.47460991,NA,3.60582025,17.39603525,0.00001761,0.08882611,29.80134842,NA,0.00000000,0.00020531,0.00000000,NA,NA,344.37860807,0.63058466,0.40292516
1106,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99077684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.51762992,NA,NA
1106,1,MS,roots,0.00645539,10.85636693,0.09627432,0.08774666,0.01695371,2.21691396,0.11500006,0.00044442,NA,0.11881111,0.18903237,NA,NA,NA,0.09643684,0.22292614,0.67540280,NA,0.56592145,NA,NA,35.41721648,1.33722809,54.28183467,0.47615205,NA,3.67307885,17.42932870,0.00001808,0.08884419,30.12956674,NA,0.00000000,0.00016180,0.00000000,NA,NA,346.75019381,0.64734652,0.40428031
1107,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.79603968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.29051765,NA,NA
1107,1,MS,roots,0.00762203,11.67944558,0.12890211,0.11743308,0.02249916,2.23889722,0.12414098,0.00044452,NA,0.12039234,0.19174685,NA,NA,NA,0.09778025,0.26321416,0.68422719,NA,0.57399406,NA,NA,35.46358460,1.40657828,58.39722788,0.48298954,NA,3.71182494,17.45780911,0.00002134,0.08886553,30.43409737,NA,0.00000000,0.00021437,0.00000000,NA,NA,349.21632405,0.76433732,0.40991943
1108,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52188118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.33826753,NA,NA
1108,1,MS,roots,0.01073563,11.21499820,0.04039195,0.03606789,0.00683860,2.30655337,0.12248883,0.00044467,NA,0.12454073,0.19824796,NA,NA,NA,0.10065366,0.37073709,0.70756446,NA,0.59446633,NA,NA,35.59924151,1.32336050,56.07499098,0.49936515,NA,3.83674622,17.50376422,0.00003006,0.08889559,30.83411643,NA,0.00000000,0.00006499,0.00000000,NA,NA,351.29001106,1.07656899,0.42344236
1109,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.20741874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.52392390,NA,NA
1109,1,MS,roots,0.01339432,9.89864710,0.01147179,0.01001932,0.00187872,2.36382576,0.11166373,0.00044486,NA,0.12817977,0.20362532,NA,NA,NA,0.10340502,0.46255056,0.72793219,NA,0.61255581,NA,NA,35.75426288,1.14798964,49.49323551,0.51291012,NA,3.97837326,17.55630086,0.00003750,0.08893309,31.27196606,NA,0.00000000,0.00001780,0.00000000,NA,NA,352.67058980,1.34318255,0.43521011
1110,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.88007973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.80243166,NA,NA
1110,1,MS,roots,0.01570701,8.64987882,0.01215868,0.01043910,0.00193577,2.41346100,0.10050638,0.00044508,NA,0.13141824,0.20806456,NA,NA,NA,0.10590726,0.54241541,0.74595450,NA,0.62871445,NA,NA,35.89649737,0.98604245,43.24939409,0.52409208,NA,4.10490075,17.61024636,0.00004398,0.08897707,31.71917593,NA,0.00000000,0.00001828,0.00000000,NA,NA,353.27999465,1.57509894,0.44539005
1111,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54691674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.43226799,NA,NA
1111,1,MS,roots,0.01823276,7.52541029,0.01274838,0.01080553,0.00198148,2.46959687,0.08988809,0.00044534,NA,0.13502385,0.21276701,NA,NA,NA,0.10855289,0.62963812,0.76598115,NA,0.64660516,NA,NA,36.02778527,0.84332118,37.62705146,0.53593705,NA,4.21795588,17.66577051,0.00005105,0.08902812,32.17626608,NA,0.00000000,0.00001866,0.00000000,NA,NA,353.12628473,1.82838158,0.45634375
1112,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22091491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.83824178,NA,NA
1112,1,MS,roots,0.02031339,6.57798827,0.01739854,0.01462128,0.00265175,2.51533625,0.08056786,0.00044562,NA,0.13806855,0.21630037,NA,NA,NA,0.11075752,0.70148900,0.78275344,NA,0.66177520,NA,NA,36.14530235,0.72492063,32.88994134,0.54483721,NA,4.31515957,17.72201489,0.00005688,0.08908500,32.63712467,NA,0.00000000,0.00002489,0.00000000,NA,NA,352.31257930,2.03702654,0.46512644
1113,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.89714702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.04101171,NA,NA
1113,1,MS,roots,0.02217088,5.85830759,0.02247365,0.01879080,0.00337108,2.55614068,0.07342362,0.00044593,NA,0.14084660,0.21916830,NA,NA,NA,0.11270440,0.76563453,0.79794701,NA,0.67562423,NA,NA,36.25088029,0.63487602,29.29153796,0.55206120,NA,4.39856663,17.77881930,0.00006208,0.08914708,33.09980098,NA,0.00000000,0.00003154,0.00000000,NA,NA,350.95187325,2.22329627,0.47271929
1114,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.58762539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.17400567,NA,NA
1114,1,MS,roots,0.02381285,5.27060222,0.02706744,0.02258016,0.00400785,2.59200369,0.06748643,0.00044627,NA,0.14335480,0.22139643,NA,NA,NA,0.11439992,0.82233717,0.81154990,NA,0.68813111,NA,NA,36.34646936,0.56207462,26.35301112,0.55767363,NA,4.47034284,17.83614988,0.00006668,0.08921375,33.56318402,NA,0.00000000,0.00003738,0.00000000,NA,NA,349.12794621,2.38795285,0.47915114
1115,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.28725026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.32286981,NA,NA
1115,1,MS,roots,0.02473328,4.83353457,0.01811865,0.01507337,0.00264718,2.60864053,0.06331867,0.00044661,NA,0.14481236,0.22183240,NA,NA,NA,0.11536462,0.85412255,0.81916546,NA,0.69557182,NA,NA,36.44647080,0.50733409,24.16767286,0.55877179,NA,4.54561100,17.89555242,0.00006925,0.08928301,34.03448809,NA,0.00000000,0.00002460,0.00000000,NA,NA,346.99665207,2.48025317,0.48200938
1116,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.98772933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.45879534,NA,NA
1116,1,MS,roots,0.02537363,4.53771061,0.01997622,0.01659304,0.00288407,2.61795289,0.06076431,0.00044697,NA,0.14585964,0.22154447,NA,NA,NA,0.11606087,0.87623591,0.82443359,NA,0.70099506,NA,NA,36.54156449,0.46856768,22.68855304,0.55804652,NA,4.61533107,17.95525397,0.00007105,0.08935405,34.50308127,NA,0.00000000,0.00002672,0.00000000,NA,NA,344.66016035,2.54446730,0.48346498
1117,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.69641196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.60553418,NA,NA
1117,1,MS,roots,0.02593415,4.29769163,0.02531713,0.02103193,0.00361921,2.62540680,0.05874240,0.00044733,NA,0.14679359,0.22101297,NA,NA,NA,0.11665028,0.89559259,0.82903876,NA,0.70581842,NA,NA,36.62878924,0.43664948,21.48845817,0.55670772,NA,4.67662167,18.01470565,0.00007262,0.08942667,34.96548124,NA,0.00000000,0.00003342,0.00000000,NA,NA,342.14941886,2.60067639,0.48445684
1118,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41168577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.76765521,NA,NA
1118,1,MS,roots,0.02628290,4.11408168,0.02565003,0.02132110,0.00363343,2.62725346,0.05737811,0.00044770,NA,0.14740875,0.21994992,NA,NA,NA,0.11699756,0.90763614,0.83182847,NA,0.70906380,NA,NA,36.71368258,0.41127600,20.57040839,0.55403002,NA,4.73523211,18.07448586,0.00007359,0.08950026,35.42464192,NA,0.00000000,0.00003344,0.00000000,NA,NA,339.52198817,2.63564919,0.48435623
1119,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.12840137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.59344318,NA,NA
1119,1,MS,roots,0.02654500,3.89769262,0.02614810,0.02175990,0.00367332,2.62690611,0.05544562,0.00044807,NA,0.14789244,0.21864283,NA,NA,NA,0.11723872,0.91668750,0.83386541,NA,0.71163001,NA,NA,36.79561141,0.38344758,19.48846310,0.55073761,NA,4.79061594,18.13451114,0.00007433,0.08957459,35.87984928,NA,0.00000000,0.00003369,0.00000000,NA,NA,336.76869157,2.66193309,0.48377399
1120,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85852073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.79635893,NA,NA
1120,1,MS,roots,0.02681089,3.81806671,0.04247498,0.03549824,0.00593918,2.62719809,0.05520330,0.00044845,NA,0.14838637,0.21735454,NA,NA,NA,0.11746672,0.92586957,0.83594978,NA,0.71417208,NA,NA,36.86021872,0.36964003,19.09033354,0.54749254,NA,4.82841235,18.19255714,0.00007507,0.08964966,36.31787479,NA,0.00000000,0.00005430,0.00000000,NA,NA,333.95105639,2.68859653,0.48320763
1121,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.60091850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.00750142,NA,NA
1121,1,MS,roots,0.02710619,3.74119231,0.04221843,0.03543688,0.00587760,2.62847558,0.05497865,0.00044882,NA,0.14892937,0.21610827,NA,NA,NA,0.11765877,0.93606697,0.83829910,NA,0.71690401,NA,NA,36.92400942,0.35665054,18.70596157,0.54435331,NA,4.86509687,18.25096504,0.00007590,0.08972556,36.75254662,NA,0.00000000,0.00005357,0.00000000,NA,NA,331.06053736,2.71820838,0.48269640
1122,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34246253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.13970282,NA,NA
1122,1,MS,roots,0.02752887,3.72777731,0.04911289,0.04145389,0.00681838,2.63362402,0.05560442,0.00044921,NA,0.14967789,0.21514240,NA,NA,NA,0.11796654,0.95066365,0.84178924,NA,0.72056444,NA,NA,36.98060396,0.34976973,18.63888656,0.54192039,NA,4.89416254,18.30881869,0.00007708,0.08980264,37.17839493,NA,0.00000000,0.00006194,0.00000000,NA,NA,328.10964628,2.76059511,0.48278683
1123,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09619495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.27385128,NA,NA
1123,1,MS,roots,0.02788158,3.68361555,0.04877043,0.04139302,0.00675326,2.63703609,0.05577728,0.00044960,NA,0.15032187,0.21399196,NA,NA,NA,0.11817252,0.96284407,0.84467670,NA,0.72367216,NA,NA,37.03684067,0.34040162,18.41807773,0.53902257,NA,4.92251766,18.36707377,0.00007807,0.08988070,37.60107451,NA,0.00000000,0.00006116,0.00000000,NA,NA,325.09048722,2.79596533,0.48248635
1124,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.00930690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.59687368,NA,NA
1124,1,MS,roots,0.02814780,3.74912323,0.07713854,0.06616117,0.01071387,2.63888030,0.05730383,0.00044999,NA,0.15083404,0.21268716,NA,NA,NA,0.11828506,0.97203744,0.84681210,NA,0.72605027,NA,NA,37.06465175,0.34643964,18.74561617,0.53573591,NA,4.92218094,18.42164745,0.00007881,0.08995952,37.99547154,NA,0.00000000,0.00009674,0.00000000,NA,NA,322.03541368,2.82266162,0.48180626
1125,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86448753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.01880260,NA,NA
1125,1,MS,roots,0.02891640,4.80125802,0.14943760,0.13113780,0.02110502,2.65665049,0.07301356,0.00045040,NA,0.15216403,0.21269254,NA,NA,NA,0.11882226,0.99857983,0.85351074,NA,0.73219419,NA,NA,37.02384299,0.43771076,24.00629010,0.53574948,NA,4.85245577,18.46645462,0.00008097,0.09004048,38.32410962,NA,0.00000000,0.00019010,0.00000000,NA,NA,319.08994003,2.89973702,0.48367883
1126,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80391401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.27522950,NA,NA
1126,1,MS,roots,0.03093807,6.79128424,0.27548374,0.25296538,0.04054589,2.71354721,0.10007798,0.00045083,NA,0.15557341,0.21590497,NA,NA,NA,0.12044658,1.06839461,0.87179574,NA,0.74805208,NA,NA,36.86535267,0.61164980,33.95642118,0.54384122,NA,4.66302738,18.49331936,0.00008663,0.09012711,38.53679530,NA,0.00000000,0.00036468,0.00000000,NA,NA,316.43267440,3.10246945,0.49192496
1127,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88904765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.54855752,NA,NA
1127,1,MS,roots,0.03433442,10.00220435,0.44916537,0.44703251,0.07158557,2.81744356,0.13704930,0.00045131,NA,0.16141156,0.22298182,NA,NA,NA,0.12318986,1.18568208,0.90354750,NA,0.77512096,NA,NA,36.54251965,0.89505505,50.01102175,0.56166706,NA,4.30585994,18.49162806,0.00009614,0.09022325,38.56872244,NA,0.00000000,0.00064392,0.00000000,NA,NA,314.25254704,3.44305595,0.50758325
1128,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02104185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.04252759,NA,NA
1128,1,MS,roots,0.03838630,13.64146745,0.45402353,0.49041237,0.07849403,2.94629661,0.17307160,0.00045185,NA,0.16865261,0.23225952,NA,NA,NA,0.12620970,1.32560697,0.94295803,NA,0.80871987,NA,NA,36.24322727,1.21395551,68.20733723,0.58503658,NA,3.96818126,18.48612167,0.00010748,0.09033073,38.57598931,NA,0.00000000,0.00070627,0.00000000,NA,NA,312.77121560,3.84937838,0.52712183
1129,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.27526172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.76187045,NA,NA
1129,1,MS,roots,0.04201934,17.75676784,0.54452272,0.65353092,0.10481409,3.07113931,0.20238403,0.00045244,NA,0.17544040,0.24160136,NA,NA,NA,0.12901223,1.45106788,0.97963348,NA,0.83969732,NA,NA,35.87554164,1.58446961,88.78383919,0.60856765,NA,3.55847629,18.45711367,0.00011765,0.09044838,38.43764041,NA,0.00000000,0.00094458,0.00000000,NA,NA,312.21355455,4.21369944,0.54605399
1130,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33986329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.95872317,NA,NA
1130,1,MS,roots,0.04509822,19.51505228,0.28697390,0.35665442,0.05700432,3.17180733,0.21573931,0.00045307,NA,0.18140736,0.24932461,NA,NA,NA,0.13103431,1.55739195,1.01153988,NA,0.86728928,NA,NA,35.81445463,1.73365365,97.57526141,0.62802168,NA,3.45229105,18.47858849,0.00012628,0.09057466,38.61491795,NA,0.00000000,0.00051312,0.00000000,NA,NA,312.28263668,4.52244974,0.56176628
1131,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34927884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.63498796,NA,NA
1131,1,MS,roots,0.04522664,20.41424858,0.25275972,0.32155731,0.05118927,3.17381444,0.22130770,0.00045370,NA,0.18182589,0.24953236,NA,NA,NA,0.13091467,1.56182663,1.01245810,NA,0.86843192,NA,NA,35.79854477,1.80379208,102.07124289,0.62854498,NA,3.39115456,18.50608998,0.00012663,0.09070129,38.82760591,NA,0.00000000,0.00046009,0.00000000,NA,NA,312.81275594,4.53532745,0.56227292
1132,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23898287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.05514940,NA,NA
1132,1,MS,roots,0.04541610,19.51630075,0.12993222,0.16386023,0.02591294,3.17238658,0.21514398,0.00045434,NA,0.18232508,0.24943434,NA,NA,NA,0.13099628,1.56836946,1.01381632,NA,0.87028338,NA,NA,35.90632368,1.71068665,97.58150377,0.62829809,NA,3.45351736,18.55912531,0.00012717,0.09082846,39.19772285,NA,0.00000000,0.00023224,0.00000000,NA,NA,313.27803416,4.55432693,0.56275570
1133,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05611231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.26155114,NA,NA
1133,1,MS,roots,0.04451031,17.55273021,0.06700515,0.08274519,0.01298437,3.13261330,0.19979460,0.00045496,NA,0.18072816,0.24612111,NA,NA,NA,0.13026342,1.53708938,1.00355967,NA,0.86227306,NA,NA,36.06408484,1.52623174,87.76365104,0.61995241,NA,3.56676821,18.62445549,0.00012463,0.09095309,39.64167609,NA,0.00000000,0.00011596,0.00000000,NA,NA,313.35441086,4.46349392,0.55711269
1134,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81266506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.57613416,NA,NA
1134,1,MS,roots,0.04317644,15.52643789,0.05140321,0.06222149,0.00968819,3.07963070,0.18260915,0.00045557,NA,0.17834873,0.24152802,NA,NA,NA,0.12919991,1.49102630,0.98903240,NA,0.85054279,NA,NA,36.22102135,1.33510434,77.63218945,0.60838291,NA,3.68052829,18.69212266,0.00012089,0.09107398,40.09616095,NA,0.00000000,0.00008621,0.00000000,NA,NA,312.93882408,4.32973312,0.54907666
1135,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55397163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.56517647,NA,NA
1135,1,MS,roots,0.04213730,13.66307314,0.04836976,0.05763000,0.00890577,3.03754237,0.16562808,0.00045616,NA,0.17654729,0.23750246,NA,NA,NA,0.12840707,1.45514127,0.97777582,NA,0.84153253,NA,NA,36.36388711,1.16019102,68.31536570,0.59824297,NA,3.78125675,18.75986673,0.00011798,0.09119197,40.54650243,NA,0.00000000,0.00007896,0.00000000,NA,NA,311.92529430,4.22552798,0.54245682
